,Sort (Service),Inverse (Pub/Sub),Sobel (Pub/Sub),Mnist (Pub/Sub),Sort (Service) RR,Inverse (Pub/Sub) RR,Sobel (Pub/Sub) RR,Mnist (Pub/Sub) RR,,,,,Sort (Service),Inverse (Pub/Sub),Sobel (Pub/Sub),Mnist (Pub/Sub),Sort (Service) RR,Inverse (Pub/Sub) RR,Sobel (Pub/Sub) RR,Mnist (Pub/Sub) RR
,"2514,97960090637","11,7580890655518","1185,34255027771","76,4744281768799","129,899024963379","43,1008338928223","1112,50138282776","72,5443363189697",,,,,,,,,,,,
,"545,532703399658","12,2952461242676","4553,06005477905","66,2562847137451","142,599582672119","31,970739364624","1421,5841293335","64,5151138305664",,,,,,,,,,,,
,"191,868305206299","14,6353244781494","1458,70923995972","77,3491859436035","149,489641189575","42,9258346557617","1408,9674949646","67,859411239624",,,,,,,,,,,,
,"2204,15544509888","14,5561695098877","1713,11616897583","102,672576904297","136,707067489624","42,2263145446777","2753,12757492065","82,1073055267334",,,,,,,,,,,,
,"2906,87394142151","13,1311416625977","1182,19614028931","1508,52727890015","153,323173522949","22,6571559906006","1029,07800674438","91,2251472473145",,,,,,,,,,,,
,"3025,01130104065","14,9118900299072","4799,68667030335","70,9006786346436","148,518085479736","23,9741802215576","1126,62553787231","374,112129211426",,,,,,,,,,,,
,"2721,45509719849","10,4823112487793","1264,27507400513","72,115421295166","135,989427566528","17,505407333374","1359,6830368042","75,5579471588135",,,,,,,,,,,,
,"210,392951965332","15,8631801605225","1760,07223129272","668,087959289551","4268,85223388672","13,524055480957","1147,86219596863","68,9353942871094",,,,,,,,,,,,
,"2869,39883232117","14,8773193359375","2818,09735298157","576,241254806519","3217,22197532654","12,3300552368164","1019,32430267334","527,308940887451",,,,,,,,,,,,
,"193,93801689148","13,4985446929932","1184,81874465942","73,5104084014893","184,453010559082","10,9641551971436","1063,58575820923","450,242042541504",,,,,,,,,,,,
,"2709,81168746948","16,1919593811035","1758,67033004761","131,582021713257","2911,46779060364","13,9827728271484","1207,39674568176","76,3604640960693",,,,,,,,,,,,
,"124,807834625244","15,5930519104004","3102,8561592102","116,353273391724","2629,39548492432","16,4709091186523","1420,37701606751","147,845268249512",,,,,,,,,,,,
,"138,612985610962","16,0732269287109","1272,05944061279","77,4319171905518","134,160041809082","13,9491558074951","1431,82682991028","96,172571182251",,,,,,,,,,,,
,"138,431072235107","14,7788524627686","1712,35942840576","69,6494579315186","141,842126846313","12,1598243713379","1274,25622940063","1715,82722663879",,,,,,,,,,,,
,"149,428606033325","12,5722885131836","1225,47173500061","69,8938369750977","144,899606704712","11,2597942352295","1050,24313926697","367,799043655395",,,,,,,,,,,,
,"131,051063537598","11,918306350708","4780,18045425415","708,640098571777","132,184505462646","11,6517543792725","1438,0624294281","64,1379356384277",,,,,,,,,,,,
,"144,393920898438","12,2230052947998","1784,16061401367","150,854587554932","137,562274932861","11,2521648406982","1315,78946113586","72,7441310882568",,,,,,,,,,,,
,"135,558366775513","11,3234519958496","1228,54781150818","117,435693740845","138,581514358521","11,4204883575439","1051,48983001709","70,4717636108398",,,,,,,,,,,,
,"137,133836746216","14,4858360290527","1286,37742996216","91,6314125061035","136,369705200195","12,3913288116455","998,602628707886","72,2908973693848",,,,,,,,,,,,
,"139,275789260864","14,4364833831787","1752,00462341309","74,2826461791992","136,691093444824","11,1064910888672","1010,48398017883","70,2824592590332",,,,,,,,,,,,
,"137,285470962524","16,6997909545898","2997,62678146362","72,0615386962891","134,265184402466","11,8341445922852","1619,82011795044","66,9844150543213",,,,,,,,,,,,
,"4739,67409133911","10,2827548980713","1171,56720161438","692,514657974243","137,25209236145","11,6100311279297","1033,71977806091","70,3330039978027",,,,,,,,,,,,
,"2987,00404167175","14,3790245056152","1709,11693572998","2150,0141620636","136,979818344116","12,0522975921631","1037,9478931427","68,1288242340088",,,,,,,,,,,,
,"145,500659942627","14,354944229126","3170,10259628296","74,2895603179932","136,007070541382","10,9810829162598","1017,49062538147","73,2333660125732",,,,,,,,,,,,
,"143,248319625855","6,27446174621582","1827,34370231628","75,3285884857178","135,690212249756","12,157678604126","1026,67093276978","70,3310966491699",,,,,,,,,,,,
,"149,310350418091","11,4202499389648","1719,17080879211","66,1838054656982","138,484716415405","14,291524887085","2164,0465259552","69,1931247711182",,,,,,,,,,,,
,"141,547679901123","12,0208263397217","1171,48327827454","76,5514373779297","136,853456497192","486,433744430542","1111,23847961426","74,0334987640381",,,,,,,,,,,,
,"137,012243270874","15,174388885498","4500,58579444885","80,2102088928223","135,350465774536","68,1376457214356","1067,62480735779","67,6999092102051",,,,,,,,,,,,
,"133,587837219238","8,53133201599121","1229,27665710449","73,9831924438477","138,050079345703","52,2472858428955","1017,80867576599","70,711612701416",,,,,,,,,,,,
,"144,93203163147","14,7454738616943","1777,85682678223","90,3711318969727","191,832065582275","65,2279853820801","1026,74055099487","73,6837387084961",,,,,,,,,,,,
,"141,845941543579","15,6011581420898","1729,80070114136","67,9168701171875","161,562919616699","21,4531421661377","1103,77979278564","69,9858665466309",,,,,,,,,,,,
,"145,035982131958","13,1759643554688","4373,34108352661","69,3488121032715","121,826410293579","21,824836730957","1089,24961090088","70,9078311920166",,,,,,,,,,,,
,"148,77724647522","13,1897926330566","1799,51906204224","97,6319313049316","570,503711700439","22,2175121307373","1024,80745315552","71,3484287261963",,,,,,,,,,,,
,"154,012203216553","16,2625312805176","1004,03642654419","76,6615867614746","228,476047515869","12,9129886627197","1098,74367713928","69,8988437652588",,,,,,,,,,,,
