Sobel;
213.085;
214.884;
735.6;
997.132;
230.333;
153.06;
147.248;
483.836;
252.451;
189.443;
256.681;
213.961;
304.918;
242.143;
225.869;
193.064;
194.599;
177.908;
149.719;
247.726;
167.204;
313.532;
325.448;
206.361;
321.506;
190;
840.696;
248.329;
269.417;
111.619;
159.959;
103.473;
107.328;
193.606;
181.042;
107.25;
138.401;
179.995;
161.361;
272.724;
287.327;
475.03;
145.368;
296.589;
160.74;
380.317;
153.106;
263.348;
252.162;
337.037;
227.761;
304.098;
165.645;
201.019;
156.95;
161.095;
111.19;
106.887;
217.578;
170.039;
174.383;
155.237;
209.554;
202.758;
431.547;
222.575;
186.823;
378.959;
192.29;
232.062;
180.648;
280.655;
311.523;
169.349;
299.44;
228.122;
271.697;
224.98;
352.721;
179.26;
155.639;
146.66;
227.075;
143.736;
282.369;
536.36;
194.879;
247.872;
136.683;
161.886;
153.709;
98.0637;
110.019;
157.355;
106.334;
148.732;
147.034;
134.108;
108.772;
187.149;
106.743;
108.06;
110.867;
104.079;
184.087;
199.942;
189.316;
180.237;
290.891;
210.219;
189.018;
281.564;
190.508;
162.452;
202.234;
105.206;
155.084;
110.987;
109.233;
109.281;
185.546;
202.398;
166.604;
292.57;
262.102;
228.12;
249.781;
998.948;
190.229;
104.783;
145.557;
154.962;
182.469;
182.268;
151.173;
159.127;
98.5941;
103.715;
97.6848;
108.978;
110.129;
103.057;
178.199;
159.597;
222.625;
177.061;
312.822;
144.596;
196.289;
209.944;
149.175;
114.352;
103.172;
218.378;
107.372;
107.386;
604.656;
183.667;
260.749;
103.655;
114.431;
267.182;
149.995;
117.441;
229.617;
205.747;
103.011;
169.817;
248.669;
103.97;
197.301;
109.272;
107.269;
248.904;
110.353;
106.85;
145.625;
213.128;
108.82;
101.746;
197.04;
212.017;
105.685;
164.709;
169.197;
98.8082;
108.793;
104.176;
109.855;
153.256;
110.491;
107.533;
109.118;
179.666;
174.596;
106.915;
105.64;
106.65;
148.797;
158.623;
185.464;
108.275;
162.268;
103.636;
174.499;
167.06;
177.604;
145.613;
157.621;
130.595;
160.799;
148.905;
96.8358;
109.233;
99.6571;
108.981;
160.096;
102.628;
172.332;
0.650546;
20.6045;
107.233;
185.053;
174.519;
151.486;
162.647;
144.429;
105.892;
158.718;
154.341;
186.261;
156.995;
179.315;
111.489;
156.317;
197.007;
107.307;
106.3;
101.134;
164.937;
171.637;
148.138;
217.877;
156.529;
106.989;
102.159;
113.678;
177.916;
194.845;
187.472;
110.598;
240.316;
258.695;
143.498;
839.933;
109.606;
172.859;
106.523;
168.828;
146.128;
115.856;
232.844;
122.404;
