Mnist;
133.664;
71.5928;
13.4765;
123.778;
101.972;
74.9395;
26.8087;
82.8735;
32.8974;
96.8423;
21.7983;
35.0278;
13.1659;
18.9557;
13.3804;
14.3931;
20.9381;
13.8878;
13.3665;
133.789;
122.865;
109.493;
16.097;
14.2448;
14.3152;
20.7889;
14.0607;
75.7718;
101.056;
61.6527;
13.8221;
17.1985;
29.3168;
14.7544;
14.261;
90.5298;
106.618;
26.2376;
56.4344;
47.9309;
14.1473;
17.7483;
14.2699;
14.4655;
15.0879;
88.1538;
22.7948;
16.1087;
55.1703;
13.3229;
14.0428;
14.6557;
16.9432;
15.3223;
79.8902;
23.8114;
34.1696;
72.4311;
13.9724;
13.8671;
14.9932;
14.6868;
14.2596;
13.9207;
13.7542;
13.9434;
14.3222;
113.931;
14.1736;
17.5251;
18.1439;
13.9565;
13.8308;
14.0998;
13.7992;
84.3796;
77.3144;
61.1864;
17.2709;
13.8822;
13.9576;
13.7551;
14.018;
14.0241;
21.8888;
94.6546;
100.401;
631.759;
15.7701;
115.419;
13.7833;
15.1547;
106.14;
72.0006;
13.7196;
56.6261;
14.282;
14.6239;
14.1272;
15.0726;
13.6947;
76.9733;
129.586;
315.294;
147.624;
68.8036;
14.2789;
14.8929;
15.2994;
14.4756;
13.4531;
132.389;
591.321;
14.8371;
114.175;
13.9464;
14.0641;
74.8909;
87.233;
23.0467;
63.7834;
15.2416;
16.5686;
14.4211;
12.8896;
13.1374;
73.7718;
134.938;
16.9055;
16.2654;
13.9152;
16.4283;
14.0073;
13.8403;
14.3853;
13.4056;
14.111;
14.2135;
14.6356;
97.5189;
15.7782;
68.0418;
939.949;
61.444;
46.9087;
13.8207;
14.0361;
13.721;
15.1044;
19.1834;
87.2285;
63.7155;
13.6978;
91.267;
17.3544;
13.7906;
13.3106;
13.7866;
13.966;
81.855;
74.4783;
61.7893;
16.449;
13.4676;
13.9869;
14.197;
13.5439;
13.9054;
13.9355;
13.9635;
13.8855;
101.953;
107.274;
175.051;
17.0292;
78.8155;
19.8871;
57.8494;
47.571;
14.2456;
36.0864;
103.837;
15.7011;
73.3592;
61.3261;
14.0939;
18.7711;
14.4786;
13.3913;
14.5853;
126.606;
64.5369;
981.924;
15.8595;
27.9068;
13.8252;
14.0576;
13.9073;
14.1451;
13.5908;
89.7353;
90.9527;
13.3693;
57.4273;
13.2508;
13.9973;
15.8363;
13.5246;
16.5551;
13.9283;
65.2934;
75.8746;
19.831;
14.4736;
13.8026;
14.6242;
16.6367;
13.9495;
70.1613;
33.2684;
15.8274;
13.9847;
13.9501;
13.7989;
13.9937;
98.8945;
71.9096;
62.728;
13.7601;
13.9286;
13.9048;
58.1045;
60.6185;
36.0185;
82.961;
19.605;
43.3071;
13.6375;
16.4238;
14.2127;
14.1959;
13.7425;
17.1968;
15.0164;
13.6877;
14.1202;
18.045;
13.2969;
17.1225;
16.9315;
14.5577;
40.2618;
14.8711;
17.7377;
13.2746;
14.5281;
15.5721;
13.569;
14.6608;
13.3204;
14.2965;
15.3321;
14.3387;
34.1107;
56.88;
13.8042;
15.0673;
14.404;
14.8563;
38.2232;
14.2339;
13.9825;
13.6914;
16.6342;
13.7531;
14.3884;
19.4561;
50.5418;
13.6422;
20.7107;
13.9724;
21.8114;
15.935;
16.4789;
15.1055;
19.6273;
13.4503;
17.9631;
21.6617;
49.5336;
19.6653;
13.5355;
14.9804;
13.3637;
14.8949;
13.5307;
14.4962;
14.7708;
14.2311;
15.4374;
15.5749;
14.1453;
13.9163;
22.8098;
30.2393;
14.3431;
13.6442;
16.0721;
15.7436;
14.1789;
14.0518;
14.1347;
14.2233;
16.7057;
13.6053;
13.6243;
14.4987;
13.7397;
31.9333;
27.3649;
14.3412;
13.6615;
13.5676;
16.1241;
13.3173;
77.4114;
13.9772;
14.6278;
15.5869;
55.9299;
107.431;
48.586;
18.0534;
19.5452;
18.6384;
41.8379;
13.6285;
13.769;
15.7293;
13.8674;
15.1259;
17.9662;
13.5408;
15.2572;
14.5203;
14.3797;
13.9316;
15.1298;
30.7826;
37.0105;
13.7506;
14.6759;
22.7249;
14.047;
13.7542;
13.8165;
16.6652;
22.2587;
15.0586;
14.7329;
17.0686;
36.2965;
32.0264;
13.6003;
14.3694;
17.5145;
15.1441;
14.0864;
18.2417;
17.1915;
13.288;
16.43;
15.2801;
13.5162;
14.1325;
15.5821;
45.8974;
14.0643;
13.2841;
13.6037;
18.2805;
16.2791;
15.1854;
19.5122;
14.3817;
15.0016;
15.5595;
13.3265;
16.095;
67.6071;
14.2529;
15.1393;
13.5319;
16.0869;
13.8833;
17.1865;
14.1727;
14.1141;
13.797;
16.1009;
13.2964;
16.8627;
15.4765;
14.0059;
41.394;
16.142;
15.6757;
14.0026;
13.3075;
21.3309;
19.817;
13.7285;
15.4402;
13.5835;
15.2919;
13.8612;
13.5299;
14.7619;
13.8545;
41.1719;
16.0721;
14.0132;
14.5549;
13.6981;
15.4483;
13.7788;
13.2598;
14.4943;
36.0112;
13.7487;
13.5978;
67.9613;
35.4503;
16.6082;
13.5875;
13.759;
17.7033;
13.7126;
14.777;
14.7669;
13.4439;
13.8841;
17.669;
15.645;
43.5217;
13.8397;
17.7774;
13.6492;
15.2916;
13.4615;
14.1976;
14.9552;
16.6948;
14.8262;
15.2159;
15.5492;
14.4219;
15.3083;
27.1562;
34.4602;
13.973;
13.6607;
13.683;
16.6574;
15.4626;
15.8341;
15.3838;
14.2602;
14.8728;
27.0791;
14.4923;
13.8213;
54.3023;
13.3553;
14.1526;
14.3015;
15.8213;
19.9754;
24.1617;
