Mnist;
86.664;
16.7756;
18.8025;
91.4705;
18.2155;
25.3571;
184.671;
77.1192;
17.1565;
19.5064;
94.6236;
17.2324;
17.3346;
17.3728;
16.394;
18.3655;
16.6529;
53.868;
18.5461;
16.8778;
57.6441;
18.6821;
18.0788;
17.411;
16.8555;
18.417;
52.8169;
16.4717;
16.6469;
18.8483;
54.8551;
17.2143;
17.3889;
17.959;
17.0517;
55.9402;
17.2566;
19.7847;
16.8719;
57.2131;
17.3965;
17.95;
18.1259;
16.4491;
17.1098;
53.2315;
16.8168;
18.2926;
17.1563;
17.6572;
51.8836;
17.4958;
18.3887;
16.1214;
18.9432;
17.6366;
54.3342;
16.9226;
18.7687;
32.0929;
46.8754;
18.0595;
16.756;
17.0768;
17.2492;
53.5296;
17.3009;
16.5975;
16.2254;
54.16;
17.2416;
16.6071;
16.7926;
17.2191;
16.3588;
54.4074;
18.0267;
16.9769;
16.7726;
16.6818;
37.0706;
33.4396;
16.283;
16.5853;
17.4233;
16.7341;
16.803;
53.2713;
16.6062;
16.6216;
52.2949;
16.4853;
16.8774;
16.4384;
16.5063;
17.4259;
54.7149;
16.748;
18.0337;
16.2639;
17.2256;
55.607;
16.8285;
17.4253;
17.1943;
16.4308;
53.6652;
49.8981;
93.342;
67.7068;
53.3634;
15.9553;
16.2405;
16.8319;
46.3449;
17.4086;
19.5628;
16.2695;
16.7265;
16.7414;
53.832;
17.2146;
17.6149;
17.2539;
56.8707;
16.8483;
17.1071;
16.3181;
17.3614;
16.321;
16.3788;
53.6367;
16.8347;
16.2665;
16.5047;
43.8359;
15.89;
15.8292;
16.1326;
16.5696;
16.3357;
53.4551;
16.613;
17.0782;
16.4423;
16.7787;
47.9076;
16.9744;
16.6962;
17.0895;
16.6424;
17.1308;
54.0205;
24.7048;
16.9931;
16.8803;
50.4392;
16.4851;
16.675;
16.7249;
16.7271;
15.7325;
53.1471;
16.5972;
16.5028;
16.8527;
16.3496;
48.4416;
16.2928;
17.1302;
16.4356;
17.2151;
16.7149;
54.3981;
17.2659;
16.3161;
16.7183;
16.6418;
17.3066;
52.8534;
16.8141;
16.5482;
16.6054;
17.3174;
16.4526;
53.6586;
16.7221;
16.5372;
16.8372;
52.7932;
17.2195;
16.4544;
16.871;
16.8715;
53.8893;
16.8028;
16.3959;
16.6179;
16.6879;
56.2197;
16.1337;
16.8649;
15.7866;
15.87;
15.9533;
16.9091;
53.7471;
16.8524;
16.4389;
17.5213;
50.623;
16.6432;
16.9799;
16.697;
16.6728;
17.0196;
53.3248;
16.8708;
