Periodic;
259.482;
240.421;
261.744;
237.797;
249.75;
259.605;
238.717;
260.335;
246.076;
301.647;
268.99;
310.481;
218.052;
201.611;
298.869;
175.374;
286.368;
314.667;
216.625;
214.723;
300.416;
353.269;
120.521;
244.74;
286.26;
186.767;
302.585;
243.944;
234.762;
225.059;
257.902;
322.47;
241.407;
236.743;
219.445;
235.44;
283.442;
244.846;
231.144;
307.731;
259.506;
239.189;
171.658;
345.679;
155.854;
452.493;
136.703;
191.33;
220.819;
279.21;
223.423;
297.047;
191.173;
204.095;
239.273;
248.982;
254.579;
290.541;
221.951;
239.132;
245.529;
249.318;
256.708;
248.051;
243.867;
255.9;
244.848;
254.54;
247.182;
286.72;
256.247;
331.466;
243.595;
238.256;
210.203;
328.327;
205.877;
196.446;
353.123;
134.351;
338.734;
196.625;
249.04;
225.667;
207.213;
245.937;
254.94;
243.733;
252.899;
252.546;
247.012;
250.41;
249.509;
248.097;
314.153;
262.644;
289.584;
423.674;
165.897;
121.479;
354.912;
204.029;
192.179;
223.322;
365.413;
116.975;
254.589;
314.949;
227.674;
302.928;
174.462;
249.913;
318.334;
187.279;
374.585;
187.182;
195.645;
316.037;
202.402;
215.964;
186.058;
252.019;
254.3;
242.201;
255.753;
247.588;
246.846;
249.837;
259.336;
243.957;
334.066;
216.629;
205.431;
244.735;
256.001;
239.288;
257.65;
245.734;
256.436;
242.428;
256.623;
243.085;
458.923;
153.951;
247.44;
221.485;
270.877;
245.588;
326.835;
188.629;
212.235;
301.768;
145.84;
326.854;
188.706;
308.188;
245.718;
263.544;
219.758;
291.646;
191.814;
332.13;
199.841;
194.01;
280.075;
187.315;
354.852;
152.227;
238.654;
248.517;
249.202;
256.62;
244.591;
254.412;
244.438;
252.183;
254.376;
242.925;
324.392;
219.393;
336.058;
180.078;
234.888;
270.227;
275.386;
204.726;
254.915;
246.436;
294.783;
164.902;
375.083;
161.18;
325.569;
241.23;
220.606;
216.063;
280.551;
209.802;
329.563;
213.775;
306.997;
354.654;
132.777;
290.834;
128.549;
207.661;
247.61;
257.85;
244.171;
252.064;
244.669;
253.549;
244.606;
255.442;
248.751;
335.575;
287.703;
153.785;
315.326;
259.916;
367.841;
128.848;
254.926;
229.563;
238.115;
272.326;
226.198;
289.941;
293.978;
176.747;
170.918;
246.22;
256.773;
241.556;
257.055;
244.611;
247.252;
255.376;
246.291;
290.896;
278.877;
245.914;
202.378;
236.476;
245.098;
248.82;
254.686;
245.676;
252.695;
247.235;
260.58;
490.071;
240.887;
244.968;
119.582;
249.666;
237.861;
244.278;
200.745;
216.518;
244.819;
248.345;
253.921;
352.569;
222.405;
314.929;
175.206;
263.333;
211.062;
209.163;
245.64;
256.518;
244.797;
256.289;
249.588;
320.889;
262.139;
341.441;
103.285;
289.53;
346.83;
141.742;
304.168;
171.077;
320.631;
235.317;
225.747;
259.333;
246.178;
245.557;
330.927;
286.216;
112.702;
248.564;
237.307;
397.993;
107.477;
330.595;
202.287;
294.576;
262.908;
384.48;
162.415;
158.272;
256.175;
157.363;
249.327;
252.962;
255.762;
242.631;
256.51;
290.414;
245.841;
250.728;
253.44;
214.437;
237.852;
251.23;
256.208;
242.635;
257.75;
244.504;
243.24;
315.705;
191.828;
246.21;
257.723;
244.957;
248.125;
254.42;
244.621;
251.934;
247.872;
248.724;
255.468;
290.752;
344.824;
222.993;
241.86;
330.011;
163.858;
231.93;
286.825;
243.632;
223.358;
354.099;
124.932;
359.452;
219.168;
273.43;
246.326;
235.374;
241.919;
254.403;
307.288;
146.129;
171.993;
370.084;
271.468;
142.885;
276.132;
204.854;
208.468;
251.65;
247.911;
252.618;
246.321;
253.76;
248.776;
252.415;
244.062;
291.378;
268.432;
321.596;
241.216;
228.627;
202.799;
233.126;
316.695;
220.82;
296.983;
219.375;
223.457;
354.356;
183.123;
266.955;
222.624;
254.475;
155.123;
245.728;
244.416;
251.83;
264.216;
232.704;
259.821;
284.307;
317.479;
256.38;
257.45;
250.434;
238.218;
217.97;
286.565;
175.462;
311.352;
293.958;
201.511;
449.059;
114.896;
227.653;
193.042;
268.262;
216.597;
247.054;
248.193;
274.701;
168.755;
243.998;
254.64;
244.618;
263.503;
236.155;
247.92;
260.794;
241.848;
255.167;
242.669;
254.003;
253.575;
245.148;
255.072;
242.426;
409.901;
270.019;
129.489;
193.918;
247.019;
254.304;
249.901;
249.227;
246.258;
257.378;
244.615;
252.083;
369.222;
212.893;
299.664;
157.739;
359.972;
126.897;
275.133;
231.626;
211.379;
253.103;
255.77;
248.042;
370.464;
272.989;
349.901;
126.55;
229.836;
292.745;
214.894;
249.381;
218.362;
260.662;
257.326;
362.346;
117.936;
278.782;
219.061;
266.21;
197.925;
212.013;
246.839;
253.177;
250.918;
244.115;
257.023;
244.291;
358.736;
182.687;
299.86;
197.683;
213.308;
248.571;
247.684;
250.007;
254.079;
247.734;
255.261;
246.186;
340.412;
270.725;
211.328;
315.672;
271.91;
158.568;
217.082;
244.75;
291.482;
174.49;
252.299;
248.903;
312.995;
295.745;
240.475;
229.854;
204.07;
396.438;
298.639;
226.27;
228.739;
186.351;
147.511;
234.619;
435.859;
125.739;
184.853;
257.322;
241.7;
258.01;
246.87;
248.604;
249.567;
246.195;
255.134;
251.306;
328.219;
284.578;
205.592;
317.022;
235.928;
210.929;
227.172;
260.335;
221.003;
362.129;
143.323;
196.899;
381.801;
216.301;
207.534;
195.347;
252.126;
253.614;
244.646;
252.957;
248.468;
249.289;
247.204;
252.72;
423.155;
218.515;
206.53;
224.091;
264.881;
348.065;
158.458;
203.5;
272.436;
384.744;
151.471;
482.78;
0.015832;
226.783;
184.025;
259.958;
240.62;
248.879;
250.254;
252.579;
244.104;
253.344;
252.675;
246.109;
284.275;
226.059;
249.558;
241.509;
254.586;
248.165;
246.544;
258.933;
237.581;
258.44;
248.271;
246.744;
387.18;
228.767;
243.822;
220.698;
338.573;
123.435;
235.855;
221.373;
256.11;
243.288;
258.271;
240.425;
373.031;
273.646;
213.983;
152.693;
234.717;
253.753;
256.36;
241.586;
254.728;
242.643;
254.089;
252.122;
471.061;
132.925;
287.22;
221.859;
297.561;
189.83;
234.868;
234.078;
311.706;
173.733;
292.336;
221.746;
184.642;
240.871;
257.551;
247.293;
245.604;
256.16;
247.69;
245.11;
258.078;
245.816;
246.612;
250.657;
296.013;
203.641;
254.809;
247.115;
246.214;
253.563;
253.274;
246.235;
252.107;
249.948;
253.277;
242.83;
348.744;
210.142;
243.695;
251.255;
236.852;
340.093;
249.136;
213.399;
300.558;
107.813;
248.325;
254.197;
301.425;
319.658;
186.139;
357.946;
190.323;
184.762;
317.977;
437.835;
0.01653;
240.66;
211.602;
254.787;
247.334;
245.982;
258.893;
242.591;
256.325;
243.52;
255.059;
242.591;
256.018;
244.284;
248.439;
256.632;
247.81;
249.176;
246.677;
250.467;
258.672;
243.968;
251.996;
247.833;
248.868;
250.835;
255.963;
242.015;
261.429;
246.855;
247.056;
247.388;
259.723;
239.915;
244.994;
254.495;
255.785;
240.079;
256.209;
245.169;
254.234;
253.632;
247.974;
244.23;
261.699;
245.835;
245.902;
250.946;
251.708;
258.129;
257.41;
234.868;
249.465;
249.366;
245.723;
259.529;
247.858;
245.977;
250490;
