Mnist;
60.3882;
73.5203;
21.204;
68.6129;
66.2109;
20.2345;
19.8338;
76.3591;
19.9821;
25.9061;
16.4008;
64.201;
17.1018;
486.907;
18.6539;
69.3327;
17.088;
24.1258;
81.7608;
20.4473;
762.109;
20.5358;
81.095;
23.3728;
20.0217;
17.1459;
123.956;
19.4917;
690.917;
27.1735;
19.5333;
64.7188;
67.8321;
16.3495;
18.2858;
17.1075;
16.5428;
16.8766;
16.7792;
17.2183;
16.5344;
16.9058;
16.625;
16.6396;
16.1192;
16.8587;
16.6373;
16.9061;
16.7852;
16.5704;
16.269;
17.1591;
16.8355;
16.9965;
16.7016;
16.774;
17.1223;
16.4766;
17.0821;
16.7354;
16.9312;
16.6486;
16.6339;
16.8512;
17.1576;
16.8176;
16.4674;
16.942;
16.873;
16.9552;
16.9019;
17.1616;
16.632;
16.115;
17.2846;
16.5483;
16.8953;
16.8102;
16.763;
16.8443;
17.2599;
17.3318;
16.2846;
16.608;
16.851;
17.2939;
17.0528;
16.2468;
15.8055;
15.8564;
15.94;
16.1929;
17.3726;
16.7344;
16.8645;
17.305;
17.2823;
16.8001;
16.9524;
16.329;
17.2745;
16.7225;
16.52;
17.4076;
16.6301;
16.8738;
16.7197;
16.5637;
17.8267;
16.9851;
17.6194;
16.1984;
17.2793;
16.4048;
17.4017;
17.1347;
16.339;
16.6759;
17.1169;
16.7451;
16.6749;
16.7415;
16.9064;
17.3619;
19.5001;
17.2272;
16.8051;
16.8318;
16.8705;
16.7801;
16.817;
16.8888;
16.8825;
17.0703;
16.4983;
16.8139;
16.7288;
17.0326;
17.015;
16.9772;
16.6033;
16.831;
16.8677;
16.7707;
16.5638;
15.8889;
16.0929;
16.8607;
16.7473;
16.8245;
16.9778;
16.7908;
16.7154;
16.7948;
17.2312;
16.6227;
17.0736;
16.863;
16.5882;
16.7716;
16.8976;
16.8812;
16.8941;
16.5951;
16.6048;
16.1516;
15.8054;
15.973;
17.2799;
16.9965;
16.8237;
16.5775;
16.9841;
16.6251;
16.6618;
17.07;
16.9827;
16.9035;
17.0267;
16.673;
16.6252;
16.8576;
17.0312;
16.8474;
16.6748;
16.2802;
17.0293;
16.4269;
15.8691;
16.0181;
16.772;
16.8321;
17.0538;
16.7236;
16.4628;
16.8159;
16.9275;
16.9962;
16.9587;
16.8667;
21.7794;
16.5822;
62.6107;
86.8395;
16.7293;
79.1611;
164.998;
94.7752;
22.9639;
16.6357;
67.6138;
17.3885;
24.9547;
67.7992;
19.1209;
96.837;
63.4647;
16.7392;
16.9079;
69.305;
17.4826;
13.1821;
65.1472;
18.1141;
94.3101;
16.3994;
26.6774;
82.1458;
16.646;
25.0996;
74.5894;
66.5766;
17.6123;
16.9541;
17.0448;
67.2737;
18.2672;
152.003;
123.477;
23.2516;
16.6019;
110.937;
19.0581;
24.6223;
55.7739;
16.9081;
816.715;
16.7862;
22.2237;
21.3976;
71.4731;
16.3231;
21.2637;
17.0413;
88.4496;
23.8728;
86.0405;
23.0952;
17.0448;
67.605;
17.4062;
21.2744;
18.9849;
65.4849;
22.8355;
71.0982;
18.168;
207.448;
16.8787;
16.7128;
16.5429;
16.6589;
20.5402;
22.2178;
68.7673;
16.4347;
23.1597;
80.5003;
16.274;
94.4456;
60.0339;
44.4372;
16.8207;
16.854;
16.7456;
16.7236;
16.7699;
16.5301;
15.9744;
15.9098;
16.654;
16.7988;
16.8435;
16.9295;
17.0081;
16.4282;
17.1065;
16.8845;
16.8927;
16.6608;
17.0605;
16.5439;
16.8426;
17.0148;
16.7188;
16.6469;
16.9468;
16.4903;
17.0993;
16.7356;
16.8394;
16.8235;
