Inverse;
100.824;
2.56554;
2.8222;
1.42033;
2.2067;
2.00569;
2.51733;
2.33794;
2.33773;
2.20548;
2.83335;
2.74397;
2.41215;
2.5412;
2.93855;
2.75144;
2.57994;
2.16985;
1.53432;
2.80456;
2.1376;
2.8789;
2.2934;
2.36346;
2.71376;
2.65303;
2.95121;
2.03681;
2.05354;
2.87444;
45.2604;
11.8415;
56.2846;
11.7256;
12.9478;
6.84101;
5.12123;
71.0029;
3.3237;
62.89;
4.08163;
3.13107;
11.2808;
6.93952;
4.74336;
2.93264;
2.37088;
3.62826;
5.3151;
71.0704;
13.7684;
7.49636;
12.1509;
14.9617;
3.27251;
2.50678;
2.53594;
3.18725;
2.62069;
64.4642;
3.19852;
10.1327;
13.3025;
28.7837;
77.7254;
142.792;
1.83099;
17.9432;
17.6761;
6.86473;
2.71236;
2.24029;
69.0575;
1.70724;
10.5783;
7.97059;
18.4124;
948.266;
2.55217;
2.6995;
2.24869;
2.48456;
2.46238;
2.78509;
2.3015;
2.62325;
2.47375;
1.5279;
1.7456;
2.33507;
1.77123;
2.30996;
1.8456;
2.23754;
1.95883;
2.17084;
1.73477;
2.38323;
2.82629;
2.3118;
2.6531;
2.18796;
2.69083;
2.60007;
2.62221;
2.36393;
2.66189;
2.48463;
2.56063;
2.39666;
2.71993;
2.38597;
2.65196;
2.41571;
2.6805;
2.58329;
2.52979;
2.63046;
2.59205;
2.44324;
2.35763;
6.75936;
9.20781;
2.89949;
2.5951;
2.41563;
2.74633;
2.48352;
2.66025;
4.09983;
67.6711;
2.36191;
10.0953;
8.01223;
10.2124;
11.1543;
2.2308;
1.6655;
2.92686;
2.464;
2.53486;
68.813;
2.28317;
16.6162;
18.8803;
10.1799;
2.31277;
2.57707;
71.5101;
2.10532;
1.66009;
4.81107;
15.7268;
12.4067;
6.87032;
2.59713;
2.58686;
1.6735;
1.58912;
67.0897;
1.60981;
1.71216;
3.61504;
6.7861;
12.3866;
2.26751;
8.99437;
2.18176;
3.78903;
9.53473;
10.7278;
3.92355;
2.33115;
2.54765;
2.65365;
2.94584;
2.7117;
70.2007;
1.86727;
11.6379;
7.82875;
17.5542;
3.61661;
2.5569;
63.4298;
58.0321;
3.19756;
1.98701;
2.41406;
1.52916;
13.5453;
2.20905;
12.9061;
1.9971;
2.85157;
2.71938;
2.50443;
2.8155;
2.75318;
60.5149;
2.21015;
1.82918;
5.02633;
11.9974;
13.3879;
6.04954;
2.63283;
2.7142;
2.86224;
86.2804;
21.7393;
830.077;
2.60247;
4.09891;
2.19927;
3.13315;
2.92851;
2.45404;
2.69937;
3.64096;
4.30054;
2.38912;
2.71888;
2.46168;
2.96886;
2.27413;
4.72257;
3.03396;
2.61265;
2.19494;
1.79865;
2.58766;
2.37902;
2.34429;
1.76719;
2.93872;
2.07683;
2.92606;
2.30023;
2.5547;
2.42025;
2.77299;
2.43789;
3.13807;
1.83546;
1.73606;
2.68527;
2.75348;
2.40883;
2.65725;
2.4309;
2.36149;
2.92524;
2.52037;
2.83505;
2.49628;
2.52894;
2.69847;
2.65015;
2.63757;
86.3338;
3.33161;
18.5583;
7.68777;
5.6124;
2.77369;
