Periodic;
232.065;
279.092;
259.558;
274.097;
175.912;
252.979;
275.677;
225.585;
252.516;
259.401;
270.002;
236.761;
230.794;
316.713;
175.25;
250.276;
250.016;
249.591;
250.227;
250.516;
250.13;
249.424;
249.592;
249.844;
253.062;
321.085;
175.321;
250.763;
249.859;
264.936;
236.224;
280.818;
217.98;
249.39;
250.042;
249.623;
254.51;
282.986;
274.775;
193.113;
250.721;
311.28;
231.128;
209.931;
258.08;
244.721;
280.925;
233.874;
284.612;
212.64;
239.205;
252.586;
254.542;
245.518;
316.93;
259.215;
162.614;
324.36;
192.27;
249.495;
291.325;
242.337;
204.814;
258.188;
238.71;
248.163;
319.165;
172.95;
305.511;
190.302;
250.519;
249.795;
250.846;
306.544;
200.612;
244.89;
246.892;
249.891;
250.209;
250.933;
249.217;
249.708;
249.553;
271.765;
228.122;
325.658;
185.754;
245.634;
278.234;
258.166;
278.739;
200.973;
296.759;
226.098;
267.131;
230.114;
254.887;
203.235;
267.735;
273.372;
225.933;
250.596;
246.003;
289.068;
262.871;
191.172;
315.704;
199.299;
263.825;
256.086;
221.473;
251.827;
278.507;
232.648;
291.001;
202.021;
250.055;
291.652;
206.619;
238.407;
257.88;
273.827;
246.051;
267.713;
244.433;
281.837;
229.228;
232.046;
224.28;
272.718;
275.399;
196.586;
285.479;
206.339;
291.525;
306.441;
239.436;
173.94;
234.743;
250.701;
249.915;
248.806;
250.58;
249.854;
249.8;
249.713;
290.931;
252.751;
219.215;
293.907;
192.605;
251.581;
250.179;
249.556;
249.5;
249.757;
249.516;
248.94;
295.722;
281.308;
173.216;
250.162;
249.947;
250.796;
250.31;
249.121;
249.59;
250.687;
249.567;
249.676;
316.717;
219.745;
280.316;
207.07;
272.022;
223.191;
276.737;
274.211;
198.273;
234.545;
260.169;
244.044;
304.315;
228.469;
294.653;
224.309;
274.101;
250.768;
210.353;
258.463;
203.903;
289.387;
246.354;
267.891;
196.196;
253.294;
271.469;
280.052;
205.868;
245.572;
239.301;
246.015;
249.971;
250.347;
249.864;
250.128;
255.412;
246.416;
247.374;
249.985;
250.329;
250.713;
249.118;
250.486;
249.512;
249.291;
250.338;
249.758;
253.747;
272.149;
234.992;
254.126;
296.792;
193.375;
295.798;
198.194;
250.204;
250.962;
248.923;
250.434;
249.97;
263.418;
308.48;
218.798;
213.17;
245.775;
249.818;
254.487;
245.747;
250.62;
248.427;
250.045;
254.795;
296.813;
277.925;
207.058;
280.28;
206.603;
330.411;
170.176;
284.823;
233.047;
206.993;
250.615;
251.071;
317.624;
245.982;
185.291;
248.732;
251.588;
249.209;
250;
249.372;
250.518;
249.952;
249.611;
250.162;
250.604;
249.258;
249.568;
250.329;
250.368;
249.27;
250.505;
249.129;
250.695;
249.422;
250.299;
250.26;
249.634;
249.014;
250.364;
249.945;
250.621;
249.602;
259.461;
240.889;
252.748;
246.368;
250.013;
251.302;
249.634;
248.738;
249.885;
250.416;
250.206;
249.855;
249.907;
249.838;
249.864;
250.604;
249.484;
251.648;
292.257;
220.967;
248.698;
245.749;
264.249;
283.175;
209.238;
250.414;
265.206;
244.856;
288.53;
278.286;
178.924;
244.646;
266.761;
263.962;
202.027;
265.219;
235.087;
280.092;
223.617;
253.05;
237.062;
259.675;
252.875;
242.792;
256.51;
304.737;
193.671;
250.062;
277.009;
220.937;
338.315;
188.829;
226.578;
301.817;
196.242;
239.24;
246.637;
337.298;
181.775;
341.016;
172.021;
242.753;
232.011;
271.854;
275.174;
223.039;
265.563;
223.097;
244.136;
292.631;
252.128;
243.316;
210.369;
247.773;
243.678;
275.174;
275.122;
232.461;
251.789;
268.706;
223.172;
230.223;
237.795;
249.56;
249.738;
249.771;
250.189;
249.647;
250.079;
250.062;
250.248;
305.711;
269.641;
191.03;
262.114;
249.088;
225.692;
330.034;
182.28;
232.809;
250.267;
259.897;
246.771;
258.182;
253.317;
291.661;
236.804;
326.203;
148.112;
269.505;
227.522;
293.39;
219.602;
219.095;
250.17;
255.229;
244.808;
248.676;
250.815;
249.941;
249.707;
249.849;
249.578;
250.575;
249.594;
249.87;
250.73;
272.223;
232.519;
255.154;
245.652;
243.383;
250.073;
249.645;
250.048;
250.11;
249.926;
249.995;
249.537;
316.213;
187.222;
308.917;
191.867;
245.199;
250.763;
249.91;
249.472;
250.074;
250.096;
250.434;
250.29;
284.381;
224.498;
284.973;
221.746;
358.815;
198.42;
182.878;
284.937;
266.814;
190.661;
250.493;
249.882;
315.332;
200.192;
295.05;
250.094;
206.627;
238.591;
309.453;
229.106;
284.741;
197.635;
274.25;
280.455;
203.763;
293.374;
186.432;
234.03;
250.051;
249.863;
249.712;
250.128;
250.171;
249.873;
250.088;
250.588;
307.729;
234.103;
246.442;
250263;
