Periodic;
389.591;
85.3298;
99.395;
251.006;
247.661;
253.476;
249.931;
248.416;
320.214;
223.518;
316.254;
140.679;
258.581;
248.521;
243.553;
248.065;
266.165;
238.318;
247.331;
249.952;
338.987;
169.629;
243.24;
262.952;
245.365;
243.991;
242.951;
260.942;
244.425;
248.535;
249.425;
246.104;
330.151;
225.49;
234.749;
264.224;
321.378;
185.477;
201.097;
243.044;
321.691;
225.839;
235.039;
210.527;
353.792;
173.519;
262.125;
253.213;
374.756;
185.904;
235.881;
175.694;
239.817;
245.537;
261.64;
242.417;
247.076;
319.54;
216.805;
218.83;
280.055;
212.47;
256.134;
252.11;
244.078;
248.089;
262.25;
255.045;
243.565;
356.36;
211.767;
247.977;
194.841;
241.001;
235.901;
263.41;
236.346;
262.182;
244.011;
247.258;
254.426;
314.967;
258.513;
214.321;
231.337;
303.647;
193.761;
320.031;
245.508;
248.333;
168.857;
250.692;
250.992;
308.467;
231.302;
205.904;
262.57;
251.86;
267.551;
280.578;
185.669;
251.167;
255.278;
249.407;
242.832;
295.443;
231.762;
244.555;
238.613;
339.066;
237.866;
230.075;
259.22;
219.534;
221.155;
230.731;
322.169;
310.475;
154.466;
237.773;
251.681;
322.482;
237.569;
166.444;
267.567;
235.696;
310.564;
217.921;
230.468;
311.45;
265.133;
265.649;
271.19;
126.011;
307.688;
206.541;
250.99;
258.461;
220.25;
250.074;
251.869;
363.241;
151.635;
231.144;
258.342;
243.33;
263.813;
236.319;
300.199;
214.933;
255.374;
258.16;
221.434;
328.717;
256.137;
164.796;
250.442;
249.359;
247.884;
251.873;
252.703;
248.733;
249.648;
247.874;
250.07;
249.383;
252.556;
251.009;
252.281;
247.858;
246.972;
253.759;
254.33;
245.084;
249.312;
271.476;
225.026;
294.808;
244.467;
273.623;
203.41;
254.832;
301.616;
185.311;
324.263;
210.452;
218.024;
312.216;
190.666;
312.939;
202.369;
238.317;
293.015;
277.947;
211.301;
204.014;
352.45;
288.045;
103.547;
297.046;
204.967;
339.856;
193.351;
296.905;
216.525;
204.42;
305.543;
190.948;
251.899;
251.753;
249.414;
248.596;
249.842;
514.963;
84.3389;
215.289;
214.181;
278.865;
227.819;
249.354;
234.465;
284.16;
217.454;
301.65;
227.433;
218.684;
269.769;
280.508;
216.757;
243.978;
239.504;
297.54;
203.218;
294.018;
205.193;
330.96;
179.142;
259.142;
298.164;
212.393;
217.803;
271.479;
250.334;
280.424;
203.325;
226.696;
249.604;
250.264;
248.41;
249.967;
247.875;
267.824;
248.881;
320.42;
233.457;
185.428;
246.172;
250.99;
250.271;
247.488;
248.551;
252.026;
294.498;
205.173;
250.452;
250.149;
250.653;
248.401;
249.825;
251.821;
249.486;
252.42;
254.026;
241.464;
250.081;
249.936;
249.989;
250.792;
249.526;
249.341;
249.828;
251.848;
265.36;
231.45;
249.51;
249.793;
284.039;
215.944;
249.932;
250.868;
249.001;
250.25;
249.849;
250.166;
250.507;
249.178;
249.999;
250.063;
339.029;
226.364;
199.924;
234.72;
253.65;
254.41;
241.615;
249.694;
251.25;
248.247;
250.054;
249.604;
285.992;
280.337;
203.554;
244.985;
268.033;
280.683;
250.164;
265.745;
183.799;
263.722;
242.162;
265.73;
225.925;
301.269;
186.759;
251.321;
249.568;
249.639;
249.931;
250.638;
250.036;
249.607;
249.387;
249.973;
296.401;
217.338;
296.905;
207.428;
242.474;
270.263;
230.159;
253.047;
280.925;
240.579;
232.065;
240.621;
287.099;
284.984;
185.32;
249.761;
303.158;
193.572;
246.21;
362.545;
173.575;
209.59;
345.363;
172.17;
281.073;
195.916;
250.421;
250.984;
249.238;
249.335;
249.987;
250.657;
249.884;
249.518;
250.009;
249.856;
252.292;
247.059;
249.912;
251.164;
249.063;
250.122;
249.525;
250.941;
250.01;
248.945;
250.073;
249.724;
265.83;
250.884;
310.598;
170.752;
311.83;
186.173;
246.746;
249.976;
251.661;
248.536;
249.55;
250.336;
293.273;
262.245;
193.748;
250.841;
249.503;
249.703;
250.099;
250.248;
262.329;
237.867;
276.234;
222.636;
306.836;
210.212;
250.462;
307.32;
181.034;
331.758;
162.106;
250.602;
251.102;
248.414;
249.47;
250.381;
295.674;
203.613;
250.809;
250.069;
249.572;
249.878;
250.2;
250.168;
250.068;
249.331;
249.776;
250.141;
283.515;
215.637;
250.598;
250.484;
249.544;
249.687;
249.862;
250.601;
250.575;
249.111;
249.91;
249.56;
267.963;
297.58;
273.869;
226.389;
231.872;
286.87;
170.124;
275.977;
243.986;
291.839;
248.289;
195.395;
276.536;
246.7;
284.541;
202.572;
245.516;
294.268;
216.912;
273.698;
227.622;
219.447;
250.32;
250.133;
258.936;
319.898;
261.081;
182.809;
249.306;
239.623;
267.31;
271.346;
244.081;
227.911;
244.873;
274.917;
234.166;
264.664;
256.685;
217.226;
284.845;
198.905;
250.326;
250.701;
250.601;
248.777;
249.445;
249.948;
289.061;
250.962;
272.784;
187.476;
250.108;
249.485;
249.695;
251.116;
249.595;
249.452;
249.034;
250.527;
264.075;
236.351;
256.192;
254.089;
256.841;
232.047;
250.169;
250.399;
250.91;
248.044;
250.368;
250.3;
333.138;
233.664;
225.856;
220.922;
253.164;
274.246;
262.196;
253.59;
213.711;
331.17;
182.546;
246.529;
