Mnist;
45.1095;
206.706;
22.6127;
128.377;
66.9666;
26.2166;
130.47;
91.9562;
18.8506;
18.9689;
21.3686;
67.8266;
31.5486;
18.0558;
19.4868;
26.9946;
20.5707;
19.4513;
20.072;
20.8207;
54.97;
58.0548;
19.4394;
19.8603;
19.9055;
19.8712;
20.3756;
17.7931;
19.2156;
35.6866;
18.3936;
57.6427;
19.0742;
19.0034;
19.1069;
18.391;
18.5668;
19.6494;
18.1693;
39.0671;
68.2313;
18.9771;
20.6044;
19.0636;
18.6776;
20.7445;
18.6732;
20.7374;
65.5247;
46.8964;
19.7021;
18.5502;
20.1587;
18.185;
19.4719;
19.5553;
18.6535;
18.5447;
20.1336;
66.3226;
25.2412;
19.2358;
18.8652;
17.9386;
17.8323;
18.5271;
17.7871;
17.8279;
22.328;
65.3973;
24.4123;
18.9491;
18.9188;
18.5822;
18.1787;
19.3077;
18.8763;
18.4345;
19.0748;
19.4713;
68.1211;
18.583;
21.1723;
23.2596;
18.964;
20.7771;
18.849;
20.5862;
58.2516;
57.6418;
19.1698;
19.0174;
19.1084;
18.4287;
18.9455;
18.1107;
21.1128;
28.838;
18.683;
136.19;
84.5047;
32.0262;
65.9236;
18.4949;
18.3873;
18.4887;
18.1245;
18.9566;
19.0121;
18.9249;
24.2076;
65.5377;
28.2398;
18.6262;
19.814;
17.9036;
19.0345;
16.7194;
17.9012;
18.2627;
19.3351;
44.7488;
65.428;
18.1212;
18.0444;
18.5167;
21.0046;
20.7058;
18.5564;
18.3212;
19.5007;
65.7412;
29.7622;
19.6669;
17.1189;
18.773;
20.3618;
18.3748;
19.0063;
21.0271;
53.7225;
55.2995;
20.1719;
17.9882;
19.2159;
18.458;
18.4267;
19.9953;
18.4498;
37.4591;
18.2632;
53.6077;
18.3286;
18.2731;
19.227;
18.3181;
18.569;
19.4141;
18.3343;
19.4539;
18.2186;
64.0795;
27.2823;
18.5815;
20.0335;
18.8852;
20.2133;
18.6028;
18.3646;
19.413;
57.7812;
53.9761;
18.6014;
18.4434;
19.839;
18.5741;
18.8516;
20.7601;
18.7419;
35.9481;
67.0402;
19.8063;
18.2289;
19.8419;
18.5514;
20.1078;
19.8675;
18.8583;
19.3551;
66.4612;
36.4083;
20.6786;
18.7501;
19.7151;
19.9124;
18.615;
19.0386;
18.5575;
49.4755;
62.1961;
