Sort;
383.028;
51.375;
46.8452;
47.3657;
47.0943;
46.8803;
47.0187;
47.2131;
46.8073;
65.4925;
47.0209;
49.0369;
47.1378;
47.896;
46.9255;
46.8364;
46.8658;
47.6603;
47.0828;
47.8762;
47.0216;
47.0628;
47.0716;
46.7589;
47.7793;
47.5478;
46.8661;
46.9914;
46.9881;
47.2621;
48.6727;
52.4333;
75.2834;
136.031;
91.2636;
198.84;
57.5099;
190.235;
49.1485;
60.5387;
70.6561;
52.7867;
54.9141;
53.3837;
67.5052;
54.986;
54.0965;
54.8794;
85.3271;
57.5711;
52.9507;
52.154;
67.2503;
53.8918;
50.5525;
49.8364;
50.0828;
67.9235;
50.7436;
51.4361;
50.8339;
66.273;
68.6043;
51.714;
52.8599;
67.2737;
70.993;
52.3155;
54.0697;
84.5862;
55.4881;
50.8848;
50.1949;
49.1635;
63.5365;
50.3786;
52.0114;
54.4196;
169.483;
99.7557;
65.8372;
56.3416;
51.2579;
50.3088;
63.1872;
66.2238;
51.9957;
55.623;
47.7991;
65.1883;
55.3347;
48.2136;
49.7077;
65.4018;
66.113;
49.282;
49.4946;
52.2757;
66.1605;
54.1826;
53.1554;
52.6168;
83.7697;
52.4845;
52.4636;
51.647;
64.6591;
68.7121;
50.7504;
51.0706;
49.0263;
67.6238;
51.3056;
53.5319;
50.3297;
67.9102;
61.2073;
51.4186;
53.5496;
56.0057;
69.9434;
52.8373;
51.053;
47.8053;
64.3189;
52.2615;
50.881;
52.5706;
186.938;
70.0274;
133.771;
79.0812;
697.106;
98.8909;
149.487;
64.9476;
116.347;
86.6149;
49.5677;
48.5999;
63.3556;
55.117;
46.9993;
47.0389;
47.1944;
62.7326;
47.4322;
47.0014;
47.0355;
49.0002;
64.1532;
50.8178;
50.2141;
48.4382;
62.7351;
66.1705;
50.6296;
48.666;
48.0462;
63.0937;
49.4409;
51.9672;
48.3124;
56.1044;
69.5046;
64.8933;
59.2633;
111.197;
79.1855;
125.644;
67.9072;
100.941;
80.3632;
132.238;
103.212;
153.366;
73.0959;
85.0657;
56.4146;
56.2895;
52.4305;
66.4764;
54.089;
53.836;
53.6525;
70.6728;
62.8458;
53.51;
53.8616;
65.4506;
67.7869;
48.264;
48.4898;
51.576;
67.1487;
52.0507;
51.2263;
50.2501;
64.684;
65.6322;
49.9099;
50.8762;
50.5395;
65.5463;
55.4477;
49.8064;
51.2769;
69.2853;
69.8401;
53.4963;
143.37;
97.9023;
47.9904;
158.319;
66.539;
81.4702;
116.665;
49.1099;
48.2427;
64.752;
65.4408;
48.0644;
47.9996;
48.3477;
64.4042;
49.6547;
47.9467;
48.4059;
67.5782;
70.4317;
54.4735;
49.4921;
48.1644;
64.6283;
55.8366;
54.3754;
53.2371;
65.4206;
49.6387;
47.9922;
47.9811;
48.393;
64.975;
63.7861;
56.8503;
54.1768;
67.247;
54.5085;
48.2112;
48.5999;
50.0547;
67.0663;
56.3584;
48.8443;
47.8448;
62.3973;
64.7704;
63.0433;
133.142;
107.734;
109.33;
97.919;
134.009;
57.5958;
134.281;
72.8963;
154.249;
65.4748;
137.107;
52.373;
156.784;
74.2572;
106.602;
86.0238;
