Sort;
59.053;
13.4034;
9.00208;
3.24511;
12.1678;
3.36788;
3.96914;
3.05296;
2.26047;
2.5866;
2.71789;
2.16058;
2.41339;
2.64888;
2.04295;
2.39033;
2.34573;
2.505;
2.48434;
2.8933;
2.55878;
2.26804;
2.50881;
2.54842;
2.2172;
2.46377;
2.41483;
2.43595;
2.33624;
2.38246;
2.72083;
2.12889;
2.50348;
2.36095;
2.4218;
2.38047;
2.52106;
2.30461;
2.37168;
2.40852;
2.28817;
2.4045;
2.47086;
2.46325;
2.4583;
2.43973;
2.35887;
2.58079;
2.17275;
2.39445;
2.47165;
2.32553;
2.3979;
2.55869;
2.32849;
2.38081;
2.43112;
2.43266;
2.5693;
2.39383;
2.23568;
2.54366;
2.26502;
2.31506;
3.7022;
3.3928;
3.43776;
3.13286;
5.84268;
4.46547;
4.79646;
4.30719;
3.94308;
4.1398;
4.34933;
4.06409;
4.10674;
4.0137;
3.93846;
4.20316;
3.96757;
4.25694;
3.17272;
4.09554;
3.85999;
6.13145;
8.08683;
2.14855;
2.5184;
2.42814;
2.39659;
2.63489;
2.40505;
2.12955;
2.44465;
2.32182;
2.4266;
2.36569;
2.44239;
2.48319;
2.41725;
2.27509;
2.6019;
2.35927;
2.20319;
2.39166;
2.38649;
2.41156;
2.49409;
2.2885;
2.43459;
2.46732;
2.39913;
2.26948;
2.497;
2.41147;
2.66407;
3.03571;
2.4362;
2.43673;
2.3635;
2.39475;
2.46777;
2.29541;
2.48651;
2.4166;
2.36563;
2.51912;
2.56719;
2.21018;
2.45898;
2.2882;
2.48069;
2.51232;
2.30767;
2.32327;
2.57736;
2.34942;
2.49037;
2.40625;
2.18785;
2.52353;
2.41629;
2.31345;
2.57121;
2.29968;
3.34938;
7.51795;
90.8135;
4.36381;
4.19035;
2.80811;
4.49826;
2.85781;
2.32047;
2.34799;
2.37498;
2.29616;
2.43521;
2.38225;
2.24978;
2.50001;
2.89611;
1.89539;
2.60819;
2.16719;
5.82788;
2.36549;
2.14488;
2.46124;
2.397;
2.26903;
2.38595;
2.43769;
2.29579;
2.67703;
2.3587;
2.23449;
2.37921;
2.55668;
2.34016;
2.43226;
2.29271;
2.62092;
2.32916;
2.36107;
2.50786;
2.45391;
2.40551;
2.36668;
2.31875;
2.46814;
2.4357;
2.34517;
2.47628;
2.43625;
2.38052;
2.44347;
2.35358;
2.73668;
2.36863;
3.19647;
2.40952;
2.43149;
2.47301;
2.26431;
2.52393;
2.56623;
12;
4.03632;
7.41144;
2.3288;
7.52671;
18.3985;
4.03376;
3.40916;
2.72327;
7.88272;
2.42858;
3.62141;
2.45282;
4.3166;
15.1382;
2.43963;
2.57804;
3.24823;
2.37321;
2.30846;
2.49903;
2.36139;
2.41921;
2.41975;
2.28868;
2.48456;
2.28983;
2.47087;
2.64886;
3.26693;
2.28866;
2.41863;
2.48034;
2.29227;
2.55238;
2.29693;
2.23244;
2.63636;
2.20359;
2.36492;
2.56846;
2.36832;
2.24978;
2.52282;
2.25528;
2.48915;
2.41671;
2.26016;
2.54973;
2.33608;
2.37552;
2.35862;
2.47024;
2.31477;
2.53393;
2.38812;
2.36708;
2.53377;
2.34706;
2.48091;
2.48178;
2.35964;
2.44419;
2.67114;
2.39812;
2.25967;
2.64941;
2.29952;
2.34686;
2.53021;
2.46116;
2.48429;
2.39735;
2.41751;
4.33021;
12.5653;
14.6478;
3.65126;
22.1466;
5.73782;
4.88563;
4.46984;
3.79739;
4.33246;
3.9008;
4.44997;
3.27845;
7.8177;
2.3007;
4.58276;
2.24771;
2.45541;
2.27181;
2.45635;
2.41203;
2.4696;
2.39339;
2.43724;
2.12428;
2.39174;
957.759;
3.57497;
3.28357;
2.94078;
2.49376;
3.86588;
3.64213;
3.11613;
2.95119;
2.42632;
3.79013;
3.57654;
3.25743;
3.74863;
4.79682;
4.50616;
3.3542;
2.49035;
2.74454;
2.86473;
3.39154;
3.69005;
2.99848;
2.39649;
2.86425;
3.07595;
3.16292;
3.58823;
3.01716;
2.49817;
3.5174;
2.95059;
4.30514;
3.41599;
2.731;
3.57092;
2.13768;
2.73884;
4.16097;
2.95498;
3.29669;
2.59484;
2.83483;
4.17803;
3.7669;
3.08055;
3.326;
3.26807;
6.90543;
85.7686;
3.7707;
3.02229;
2.803;
2.76414;
3.27777;
4.23168;
3.4107;
2.24797;
2.95242;
2.4672;
4.43295;
3.92408;
3.22129;
2.93373;
2.30595;
2.88881;
3.19603;
2.86242;
2.06826;
3.1426;
2.66223;
2.75728;
2.57161;
3.86571;
2.72463;
3.30967;
2.54702;
4.07336;
3.13369;
4.38187;
2.59304;
3.36234;
2.6866;
3.47034;
3.78025;
3.19129;
3.00153;
2.74128;
2.8752;
3.90245;
3.62635;
3.55165;
2.5132;
3.70326;
3.29205;
3.28657;
3.00016;
752.807;
207.899;
101.052;
138.64;
144.676;
118.556;
4.34117;
4.3992;
12.401;
6.9522;
7.87531;
9.85216;
192.144;
256.94;
158.384;
4.17343;
2.8365;
2.63915;
2.40294;
3.32329;
2.95241;
2.27124;
3.62964;
2.85547;
2.43416;
3.07492;
3.09462;
2.4365;
4.36772;
3.09323;
467.222;
3.47549;
3.41411;
3.02402;
2.36553;
3.91305;
2.56919;
3.35511;
3.11225;
2.79417;
3.40817;
2.69492;
2.92031;
3.11958;
3.25542;
4.28954;
2.98393;
3.15936;
2.7969;
3.16452;
2.97864;
3.06004;
3.44335;
4.19974;
2.99151;
3.09396;
2.44524;
3.55471;
3.39738;
3.15044;
2.54953;
3.28152;
3.38611;
3.34992;
3.48091;
3.5342;
3.50797;
2.69125;
781.714;
4.54097;
12.1543;
5.77735;
19.4479;
5.24001;
4.05471;
3.99682;
2.96173;
5.1226;
4.91704;
5.48436;
2.77089;
3.801;
3.31533;
2.30163;
2.67855;
2.38011;
2.94035;
2.74966;
2.43733;
2.64553;
2.59602;
2.62525;
2.53421;
2.84782;
2.45273;
2.63521;
2.77342;
2.42694;
2.48581;
2.88127;
2.68646;
2.26794;
2.70499;
2.55611;
2.70062;
2.62332;
2.48108;
2.57359;
2.75433;
2.42815;
2.63464;
2.57533;
2.60171;
3.16735;
3.15163;
2.73425;
2.59351;
2.57955;
2.56326;
2.92312;
2.73437;
2.2508;
2.76167;
2.42101;
2.67663;
2.77653;
2.31224;
2.67919;
2.72253;
2.4288;
2.63019;
3.19995;
4.36576;
15.7989;
6.92104;
3.68057;
7.36005;
57.9828;
2.6331;
2.18555;
2.7441;
2.44099;
2.74862;
2.51597;
2.64711;
2.46413;
2.49988;
2.55469;
2.65808;
2.40413;
2.71548;
3.18193;
2.98345;
2.65319;
2.56159;
2.75848;
2.34456;
3.35901;
2.87421;
2.58259;
2.57766;
2.56576;
2.62702;
3.01902;
2.10579;
2.72725;
2.77671;
2.73094;
2.41631;
2.61976;
2.61997;
2.45483;
2.64557;
2.4966;
2.62197;
2.58725;
3.41407;
3.08077;
2.57914;
2.75066;
2.25884;
2.67012;
3.17261;
3.01747;
2.55577;
2.54127;
2.74698;
2.54536;
3.23677;
3.0685;
2.61558;
2.57376;
2.55518;
2.56812;
3.11972;
3.21213;
9.59229;
7.813;
6.11772;
4.55635;
12.1922;
5.69647;
14.029;
4.84771;
6.29585;
4.63411;
6.82569;
16.2034;
2.43665;
2.49529;
2.44179;
2.80031;
2.4962;
429.589;
14.5357;
12.1018;
7.79076;
5.35763;
14.995;
2.39484;
2.86802;
2.48568;
2.43796;
2.83907;
3.5657;
2.58899;
2.51856;
2.93911;
2.50865;
2.65577;
2.56066;
