Mnist;
59.3848;
21.2729;
123.153;
16.7663;
92.0013;
266.808;
163.956;
17.6971;
16.8554;
102.019;
131.4;
16.3954;
16.9942;
16.9726;
16.6614;
16.9005;
18.4846;
18.7324;
20.5297;
20.6821;
31.9872;
16.3256;
16.7404;
16.7929;
16.6374;
15.932;
16.5257;
17.0118;
16.3328;
17.023;
19.7534;
86.4287;
19.0321;
17.3442;
19.0315;
18.8335;
17.0455;
18.4473;
19.1238;
106.635;
16.5927;
16.7214;
18.6115;
20.178;
19.2123;
16.862;
18.6404;
17.3638;
17.8678;
20.752;
18.0961;
17.0138;
25.1425;
18.3292;
16.7572;
16.8705;
16.9556;
16.9306;
16.7748;
17.3174;
16.6473;
16.5887;
17.9519;
18.4673;
66.9098;
16.5675;
17.4456;
16.9485;
16.1037;
16.8048;
16.308;
16.7887;
17.1081;
16.4679;
19.4869;
81.047;
17.1114;
16.5878;
17.1072;
16.9514;
16.65;
17.3618;
17.0551;
16.7826;
16.9594;
19.5211;
18.9751;
74.7649;
16.9505;
16.3988;
16.9836;
16.8851;
17.0602;
16.8347;
16.5892;
16.9849;
19.5147;
22.3961;
16.9933;
46.9601;
16.3698;
16.5172;
17.1873;
17.9663;
18.7808;
102.442;
105.126;
17.7209;
24.5634;
155.862;
114.777;
17.8377;
18.3912;
183.709;
266.684;
171.073;
16.8257;
92.3797;
304.726;
295.848;
256.778;
120.866;
23.1168;
40.3538;
349.324;
82.9416;
156.865;
21.1294;
17.0383;
16.937;
19.9716;
17.4802;
177.804;
79.9714;
17.1755;
41.2941;
172.069;
222.392;
82.5992;
20.9496;
156.657;
134.027;
26.2027;
23.8937;
111.434;
152.661;
18.6442;
18.4221;
17.7303;
16.5128;
16.943;
18.6416;
16.8663;
95.3641;
17.1002;
16.9994;
16.8649;
16.3987;
17.337;
16.547;
17.0068;
16.599;
17.2091;
16.1953;
20.1882;
36.8519;
19.1216;
18.0032;
16.9055;
17.0666;
16.9223;
16.5433;
17.0836;
16.6502;
17.0721;
16.7694;
39.8771;
19.4922;
18.0498;
17.7329;
32.0301;
16.0956;
15.904;
16.0208;
15.8834;
16.0103;
15.9094;
16.653;
16.3228;
23.2893;
16.5268;
17.5493;
17.3721;
20.8729;
16.3286;
15.8058;
15.8292;
16.3011;
16.6245;
18.0216;
16.9419;
16.4642;
16.9645;
18.4009;
17.8037;
17.665;
16.7544;
17.944;
16.7281;
15.7291;
15.7643;
15.841;
15.8807;
15.8423;
15.807;
15.7112;
15.9446;
15.7288;
16.0155;
18.7948;
16.9677;
17.1512;
16.8596;
16.3535;
15.8989;
15.7476;
15.8237;
15.9046;
15.8812;
16.2222;
161.904;
105.99;
16.5841;
15.7742;
15.8757;
17.7852;
17.9236;
27.4649;
17.8299;
16.9614;
16.4134;
15.9989;
16.7451;
16.936;
16.9009;
16.7281;
16.7048;
16.8903;
17.5944;
21.0507;
32.9467;
18.2867;
17.7053;
16.3535;
16.666;
15.8669;
16.0968;
16.6546;
17.205;
16.6592;
16.5895;
16.5909;
17.9821;
17.7335;
17.4081;
17.3482;
16.6846;
16.7364;
16.5522;
16.0244;
16.8159;
16.853;
16.7692;
16.6219;
16.8641;
16.6481;
16.9523;
16.8431;
17.5582;
17.26;
17.4791;
26.8154;
16.2191;
16.7586;
16.8735;
16.7233;
17.1354;
16.7541;
16.6542;
16.8635;
16.7263;
22.5352;
24.518;
20.7123;
21.0484;
16.6245;
17.8946;
16.7949;
17.6898;
16.0637;
19.2766;
16.7398;
15.7746;
17.1721;
16.9116;
20.1613;
61.1732;
18.1838;
16.9973;
16.9002;
16.7477;
17.679;
17.3141;
16.8849;
16.9991;
16.8296;
17.5564;
28.4276;
20.7078;
17.3819;
17.5599;
16.408;
18.3023;
16.3764;
16.8249;
16.8602;
16.9524;
16.7149;
16.7882;
16.8322;
17.0136;
51.1414;
18.7362;
17.1145;
16.4295;
16.1919;
15.9844;
16.9292;
16.7891;
16.9193;
16.5752;
16.81;
17.137;
17.4735;
17.0192;
17.3911;
16.2992;
17.4716;
17.8002;
16.6735;
16.1766;
18.9632;
16.909;
17.0724;
16.8598;
16.6119;
17.0033;
18.7477;
18.2527;
19.2159;
18.4305;
17.7323;
16.5765;
16.7411;
15.8976;
15.9216;
16.2487;
16.7507;
16.7359;
16.7251;
16.764;
17.8892;
20.0869;
16.8117;
17.6147;
18.4643;
18.4972;
16.2734;
15.9687;
16.0789;
17.0027;
16.994;
186.3;
96.8416;
22.2725;
164.049;
276.746;
105.347;
17.7732;
16.3747;
18.7386;
17.0646;
16.2122;
15.8017;
15.9177;
15.9411;
16.9466;
16.8866;
16.3676;
17.0772;
17.9105;
17.1728;
17.5177;
17.4716;
18.7904;
16.657;
17.0509;
16.5053;
16.9338;
16.9933;
16.7054;
16.7195;
16.6831;
16.5808;
16.8495;
16.9703;
23.1398;
34.9554;
17.7693;
19.4007;
17.0909;
16.8998;
17.3878;
18.3081;
17.1564;
17.6402;
16.9251;
17.7577;
18.6913;
20.5484;
17.9276;
17.6728;
21.8151;
17.1205;
17.3013;
18.2257;
16.5024;
16.9364;
17.0393;
17.1007;
16.9363;
16.6524;
22.8298;
38.2283;
22.0143;
16.7587;
16.9369;
15.9437;
16.1393;
16.561;
15.7901;
15.8469;
15.8287;
15.7991;
15.9065;
17.5537;
17.4658;
17.0539;
37.4559;
15.7462;
15.889;
15.7584;
15.9171;
15.8747;
15.6539;
15.8967;
15.7039;
15.8376;
15.9007;
16.8654;
29.4901;
16.9409;
17.3652;
17.6137;
17.0591;
15.8528;
15.8633;
16.9624;
15.9159;
16.0883;
16.9267;
16.5308;
16.1531;
18.0842;
17.1285;
17.9816;
17.5495;
17.8526;
16.852;
