Sobel;
411.618;
474.863;
493.753;
537.393;
695.343;
587.289;
387.825;
479.073;
485.094;
385.783;
341.548;
286.403;
356.594;
390.413;
562.349;
487.869;
487.163;
545.559;
514.452;
551.174;
537.267;
455.73;
888.032;
548.851;
518.972;
738.186;
220.261;
549.736;
545.513;
585.823;
440.162;
489.006;
566.14;
565.317;
540.284;
516.941;
483.663;
537.596;
183.935;
470.448;
530.36;
70.1349;
512.889;
521.965;
564.535;
513.725;
526.325;
538.113;
553.644;
536.261;
688.896;
468.607;
502.871;
510.932;
500.839;
523.083;
571.195;
97.7777;
413.706;
552.236;
518.854;
508.003;
388.843;
358.073;
439.976;
489.896;
536.973;
576.552;
419.326;
747.657;
393.168;
386.121;
341.874;
338.664;
329.981;
316.979;
411.32;
346.268;
517.014;
521.078;
461.43;
499.857;
535.393;
574.702;
499.161;
529.736;
520.53;
525.156;
568.715;
554.801;
538.057;
552.471;
530.952;
507.684;
757.986;
111.891;
509.954;
501.109;
36.8446;
481.606;
491.47;
487.764;
518.659;
532.38;
546.916;
519.715;
536.715;
630.241;
521.215;
470.331;
446.723;
462.565;
748.044;
461.687;
551.019;
499.116;
388.135;
959.304;
400.665;
538.499;
530.915;
465.079;
596.698;
586.266;
531.666;
485.558;
534.672;
498.838;
504.213;
554.982;
519.779;
521.818;
549.026;
412.008;
424.847;
535.342;
492.43;
469.722;
393.204;
528.643;
504.051;
523.074;
557.706;
562.503;
540.437;
416.598;
519.242;
510.26;
519.647;
829.029;
511.269;
522.491;
504.955;
498.342;
529.583;
428.401;
991.255;
543.404;
611.087;
410.328;
336.17;
929.631;
449.008;
521.709;
467.223;
553.229;
498.902;
509.951;
521.217;
484.395;
512.879;
441.803;
456.944;
101.795;
496.831;
603.051;
620.834;
531.379;
544.325;
520.258;
489.532;
459.328;
472.312;
520.753;
475.098;
18.1318;
512.013;
510.551;
504.57;
533.636;
514.679;
540.018;
459.799;
531.509;
501.265;
468.576;
627.693;
608.184;
472.465;
509.396;
511.821;
503.981;
564.564;
455.713;
500.583;
490.83;
182.26;
995.402;
391.44;
522.599;
511.991;
532.085;
409.623;
523.483;
468.889;
541.603;
512.923;
532.437;
528.874;
555.141;
485.591;
507.783;
520.271;
534.017;
568.99;
512.856;
495.422;
720.08;
558.735;
711.852;
514.988;
500.242;
822.3;
466.03;
510.348;
455.496;
514.016;
532.542;
510.293;
420.423;
502.263;
517.874;
504.712;
502.781;
507.085;
525.199;
526.371;
509.561;
482.841;
464.033;
512.16;
569.107;
502.05;
359.353;
571.135;
532.19;
519.676;
450.102;
549.235;
563.696;
503.128;
552.246;
532.434;
415.808;
532.536;
359.825;
557.443;
519.062;
506.91;
591.897;
666.422;
442.074;
535.421;
530.368;
519.112;
457.13;
507.059;
541.998;
908.733;
542.131;
520.332;
527.657;
412.478;
487.245;
528.945;
480.456;
516.152;
634.343;
535.959;
551.146;
535.022;
565.14;
499.808;
597.292;
442.852;
502.613;
385.156;
280.803;
115.385;
339.177;
364.664;
559.086;
950.853;
424.547;
520.547;
483.152;
630.01;
504.292;
610.68;
645.435;
375.401;
338.018;
337.695;
297.681;
327.035;
231.158;
369.236;
495.764;
512.887;
509.501;
499.941;
226.143;
524.573;
555.664;
530.157;
368.915;
346.941;
324.306;
273.945;
298.221;
928.704;
873.779;
412.833;
617.708;
456.44;
556.753;
416.138;
533.137;
502.211;
867.497;
542.618;
512.347;
538.391;
523.475;
620.932;
582.049;
463.242;
531.753;
504.362;
550.391;
542.96;
490.576;
551.423;
511.257;
545.32;
498.317;
524.762;
572.37;
535.922;
931.175;
476.811;
509.943;
514.702;
524.709;
559.351;
645.782;
541.453;
462.857;
489.243;
537.459;
489.65;
431.679;
501.558;
454.485;
485.761;
523.311;
532.87;
395.051;
506.939;
616.871;
590.198;
460.906;
425.124;
332.139;
276.207;
318.527;
355.045;
344.213;
220.844;
410.474;
531.96;
499.864;
505.185;
500.554;
401.009;
494.419;
407.805;
925.648;
493.476;
539.661;
498.686;
501.517;
535.428;
435.058;
290.546;
386.122;
496.932;
315.299;
293.268;
542.548;
329.365;
310.326;
287.247;
336.933;
321.567;
322.627;
444.636;
400.398;
190.963;
320.035;
307.608;
339.748;
310.848;
311.388;
280.926;
325.506;
319.492;
672.638;
435.677;
456.497;
377.061;
521.576;
314.761;
249.037;
98.3894;
365.078;
336.247;
375.392;
299.24;
339.937;
372.048;
363.817;
300.938;
587.663;
461.286;
339.572;
446.309;
369.799;
296.293;
341.733;
340.255;
247.793;
338.29;
344.913;
362.976;
104.598;
332.745;
330.239;
316.316;
253.995;
285.438;
338.784;
285.411;
333.63;
239.209;
287.598;
294.226;
320.525;
397.811;
410.57;
315.906;
124.868;
126.166;
106.474;
123.853;
119.911;
121.933;
125.058;
123.483;
118.188;
123.892;
122.912;
120.556;
138.932;
130.123;
115.372;
116.885;
116.717;
118.442;
129.231;
122.466;
329.947;
346.913;
324.077;
375.012;
772.046;
284.512;
329.252;
365.596;
366.957;
314.737;
337.662;
245.54;
85.8892;
530.149;
139.761;
119.037;
119.507;
120.473;
113.493;
120.899;
122.008;
122.799;
138.24;
899.702;
340.812;
248.434;
466.615;
333.283;
344.74;
358.883;
326.792;
333.623;
328.176;
314.813;
378.932;
294.294;
307.074;
309.931;
723.575;
330.671;
329.608;
326.856;
872.471;
334.21;
370.745;
350.857;
321.69;
330.133;
323.927;
52.6124;
801.394;
10.7538;
121.119;
118.884;
248.723;
133.488;
393.307;
116.567;
123.189;
121.031;
116.122;
129.519;
119.768;
134.756;
116.106;
135.361;
119.68;
117.525;
130.771;
259.445;
158.381;
116.826;
118.691;
144.587;
346.927;
110.309;
126.969;
121.111;
118.285;
122.047;
114.399;
186.03;
452.538;
111.318;
132.217;
110.657;
119.055;
509.056;
107.323;
108.068;
116.802;
117.73;
99.6192;
201.797;
116.616;
119.34;
116.806;
133.23;
155.682;
150.117;
160.373;
327.19;
110.275;
108.432;
111.985;
120.72;
129.286;
150.122;
269.337;
5.78921;
116.947;
129.807;
134.547;
113.131;
137.55;
123.953;
120.75;
223.086;
105.436;
114.445;
127.431;
106.142;
182.58;
121.839;
112.364;
112.23;
131.626;
116.229;
620.331;
99.2007;
102.204;
786.82;
136.934;
135.376;
177.655;
167.74;
184.692;
134.069;
109.444;
110.618;
212.205;
167.182;
134.3;
173.067;
118.658;
127.924;
120.486;
102.445;
175.231;
122.408;
133.748;
119.666;
122.787;
120.27;
97.9058;
166.437;
116.15;
118.556;
128.227;
122.292;
124.96;
136.527;
181.335;
116.862;
154.653;
274.508;
119.93;
122.312;
133.075;
170.707;
722.333;
97.2197;
154.912;
154.593;
103.025;
193.758;
600.291;
225.924;
129.316;
115.414;
113.868;
299.955;
117.393;
120.931;
89.8246;
107.421;
114.04;
94.5789;
293.377;
101.738;
119.057;
125.015;
131.436;
106.6;
116.343;
114.696;
124.715;
324.079;
117.397;
111.267;
100.112;
402.105;
172.504;
147.212;
292.392;
118.787;
246.117;
165.917;
112.995;
127.633;
157.316;
123.234;
105.48;
152.343;
35.2231;
195.202;
123.601;
178.007;
364.312;
166.332;
158.254;
108.004;
725.127;
402.336;
118.099;
108.723;
146.512;
146.299;
116.425;
117.551;
827.648;
101.262;
128.9;
121.484;
120.301;
124.505;
121.139;
278.468;
121.739;
121.814;
133.274;
126.86;
181.425;
112.649;
210.761;
117.328;
122.037;
755.838;
153.064;
117.88;
168.469;
125.623;
431.768;
110.133;
109.622;
125.298;
151.111;
96.0409;
