Inverse;
407.448;
12.342;
11.369;
12.2289;
11.0248;
5.87671;
11.654;
12.1202;
12.1814;
10.1988;
11.5509;
22.4455;
105.978;
6.29576;
49.4014;
14.9879;
59.689;
11.6193;
126.034;
4.6693;
97.2356;
32.4409;
61.401;
9.0109;
8.44603;
73.3986;
10.2555;
21.6005;
45.9968;
8.76758;
42.3436;
21.9053;
10.6488;
24.2109;
10.2164;
7.39059;
11.7702;
11.1195;
18.5755;
8.68405;
7.2009;
5.87224;
11.5109;
11.7495;
11.9529;
126.427;
121.073;
106.892;
20.7107;
11.9912;
12.5418;
24.7073;
12.0051;
77.7818;
85.9161;
9.94538;
10.4854;
56.0213;
7.2294;
11.7386;
11.7596;
11.2115;
11.5168;
4.40279;
11.5936;
11.716;
98.0631;
107.792;
26.3329;
5.76497;
50.6058;
47.9825;
7.69314;
22.809;
10.934;
11.3618;
7.55011;
11.1936;
11.5383;
66.4865;
14.6974;
22.081;
11.9856;
59.4985;
10.639;
11.766;
11.3402;
11.5031;
11.7096;
5.73256;
11.6221;
79.7578;
3.25376;
11.8649;
16.337;
67.2774;
5.72195;
11.5688;
10.2122;
11.3618;
11.4953;
11.9333;
5.56075;
5.44929;
5.04979;
6.50808;
5.00817;
6.25833;
5.29619;
6.15049;
5.1255;
6.45165;
4.97353;
6.348;
5.03108;
6.45053;
5.35123;
6.01891;
5.55321;
113.565;
11.7221;
13.507;
19.1815;
11.5456;
10.6583;
10.7427;
10.7933;
10.7094;
10.8405;
80.2246;
77.2141;
23.8234;
6.49998;
16.9309;
5.96332;
11.6763;
13.4265;
9.59087;
10.1711;
11.3657;
10.2401;
11.3369;
10.0295;
11.4531;
18.1299;
93.6846;
24.9872;
468.737;
6.90338;
11.5649;
3.33031;
11.5584;
16.789;
4.75004;
6.7;
4.58102;
6.67458;
4.73858;
6.98635;
4.26981;
6.97182;
4.79557;
6.52344;
4.95621;
6.5321;
4.70115;
113.637;
9.27742;
12.03;
61.4678;
12.5236;
11.7459;
11.207;
10.1644;
11.4978;
12.0415;
112.358;
73.3335;
7.92446;
11.7856;
11.3718;
11.4439;
11.6903;
4.19969;
12.1741;
13.1368;
9.55175;
11.5439;
11.7663;
11.1869;
9.97108;
11.5808;
69.99;
50.2856;
89.4134;
10.9296;
10.3831;
11.3897;
76.6694;
12.2859;
8.8634;
20.9635;
3.55799;
8.68991;
11.7442;
11.2793;
10.1527;
11.5512;
11.6277;
12.2652;
15.7671;
6.52987;
5.10762;
6.12507;
5.13835;
6.26419;
58.0648;
11.3263;
14.606;
11.6643;
11.5115;
10.5385;
11.1506;
