Inverse;
899.639;
3.31607;
2.16132;
2.25465;
2.56967;
3.00409;
1.85179;
2.27067;
2.64488;
2.79951;
2.64873;
2.30904;
2.66014;
2.13545;
1.62035;
1.61538;
1.84008;
2.56319;
2.39698;
2.35243;
2.33312;
2.83894;
14.2737;
3.71896;
4.64369;
4.67074;
4.7987;
4.57893;
44.3137;
31.4759;
820.713;
1.75548;
2.29222;
1.75296;
2.32014;
1.73154;
2.57009;
2.61044;
2.59603;
2.32924;
2.77881;
2.52928;
2.37332;
1.72392;
2.43424;
2.67053;
2.41309;
2.51731;
2.6032;
2.6275;
2.54682;
2.7431;
2.21974;
1.63584;
2.80381;
2.41448;
2.7504;
2.59914;
2.45818;
2.7565;
2.42728;
2.57056;
2.56155;
2.51413;
2.62468;
2.47248;
2.50538;
2.58014;
2.49634;
2.47477;
2.61413;
2.64373;
2.37084;
2.74383;
2.35953;
2.53674;
2.67059;
2.62211;
2.27521;
1.70544;
2.4113;
1.55562;
1.64216;
10.9897;
6.09124;
7.09821;
2.13117;
1.5453;
1.60254;
1.66472;
2.7636;
2.39554;
2.75633;
2.4694;
2.3395;
1.55858;
1.52553;
1.66891;
2.40544;
1.48652;
1.60633;
1.49888;
1.52902;
1.58047;
1.4862;
1.52071;
1.53956;
1.68691;
2.86845;
45.1257;
1.81779;
1.83691;
2.52921;
2.75002;
2.54281;
2.4469;
68.7878;
10.3811;
12.7376;
14.139;
678.904;
2.6081;
2.58553;
2.38956;
66.7397;
91.5108;
1.57909;
1.53714;
1.41111;
1.71147;
1.56222;
1.58015;
1.8738;
1.69873;
1.41057;
1.51609;
1.62056;
1.50611;
1.58759;
1.53888;
1.537;
1.72029;
1.43547;
1.59129;
43.9023;
2.70844;
1.64941;
1.72641;
1.50883;
1.79661;
1.58614;
1.62234;
1.7529;
1.44593;
69.7505;
43.5094;
10.3008;
8.99401;
2.72167;
2.58836;
2.38375;
2.56481;
2.67191;
2.49679;
2.78807;
2.29484;
1.70822;
2.55204;
2.45042;
2.72635;
2.24144;
1.61468;
1.69326;
2.70573;
2.47574;
2.27957;
1.75829;
2.50645;
2.46146;
2.59534;
2.48883;
2.64098;
45.0998;
2.67364;
2.34818;
1.80546;
2.52526;
1.64107;
1.58008;
2.08955;
2.46171;
68.0762;
88.7344;
2.57853;
2.33299;
1.60553;
1.48055;
1.56955;
1.61733;
10.8319;
7.20407;
52.6709;
2.44162;
2.34895;
1.78533;
2.66662;
62.0915;
2.66213;
48.4823;
8.72729;
2.35373;
2.39406;
2.75988;
2.40769;
1.87451;
2.67371;
2.4696;
2.38714;
2.68701;
2.49864;
2.44963;
1.65036;
1.84794;
2.94395;
2.20862;
2.69185;
2.18001;
1.81272;
2.40721;
1.62444;
2.93287;
2.33121;
2.51668;
2.50659;
1.56033;
1.71851;
2.51712;
2.62629;
45.7209;
2.40396;
2.78514;
2.43473;
2.93099;
2.46903;
2.67164;
68.0049;
41.9121;
2.25122;
2.52751;
2.67878;
2.48461;
2.60812;
2.42949;
2.72103;
2.66744;
2.64635;
2.51994;
2.59631;
2.48096;
2.39456;
1.54029;
1.74498;
2.72081;
2.51855;
2.66152;
2.64133;
2.64266;
2.38029;
4.6723;
2.51681;
2.63879;
2.69177;
2.40673;
1.65273;
2.51787;
1.77608;
2.25252;
2.3984;
2.43404;
2.51123;
2.54076;
2.47406;
2.4718;
1.65521;
1.89902;
2.62396;
2.60483;
2.60652;
2.48003;
2.56188;
2.62884;
4.06158;
2.0948;
1.58908;
1.54509;
2.81152;
1.35314;
1.67525;
1.89248;
2.35464;
1.69404;
1.48638;
1.60706;
1.7817;
1.49799;
1.55225;
1.60612;
1.5947;
3.52105;
2.35998;
1.48071;
1.70897;
1.46409;
1.58713;
1.63722;
1.58597;
1.71301;
1.6592;
1.78196;
1.90949;
