Periodic;
331.266;
249.354;
248.852;
251.298;
250.795;
249.117;
250.34;
279.543;
264.49;
246.973;
252.308;
245.195;
251.869;
209.788;
248.909;
249.795;
249.335;
250.415;
250.501;
250.127;
291.5;
244.357;
295.224;
211.477;
244.869;
253.894;
291.455;
251.822;
249.629;
219.097;
239.593;
291.235;
213.218;
239.211;
261.486;
242.137;
209.269;
249.328;
249.814;
250.718;
249.592;
250.419;
249.503;
294.401;
248.545;
247.021;
210.242;
249.421;
250.572;
249.665;
249.579;
250.185;
250.682;
249.219;
250.538;
254.372;
303.595;
249.993;
274.195;
279.037;
195.524;
234.586;
246.022;
211.973;
249.66;
250.549;
249.05;
251.098;
294.724;
284.651;
212.483;
248.905;
247.589;
249.612;
253.603;
248.879;
256.027;
287.129;
209.418;
248.165;
248.309;
209.55;
250.126;
249.67;
249.856;
250.369;
249.753;
250.347;
249.408;
250.436;
249.384;
294.696;
247.749;
256.91;
238.251;
212.994;
249.473;
250.175;
249.793;
250.433;
250.011;
249.367;
249.959;
251.087;
289.817;
395.36;
103.533;
253.849;
263.196;
228.31;
289.243;
216.923;
241.935;
289.843;
243.601;
228.161;
248.674;
250.862;
283.21;
202.762;
260.5;
284.457;
205.583;
255.73;
242.73;
213.405;
250.025;
250.394;
305.895;
275.055;
254.397;
213.697;
258.92;
233.062;
207.975;
250.072;
249.597;
250.572;
249.841;
294.655;
271.84;
183.666;
250.563;
249.462;
249.678;
250.365;
249.489;
250.382;
249.442;
250.498;
250.268;
293.312;
251.214;
256.722;
240.447;
245.603;
284.795;
214.824;
279.593;
442.902;
30.6278;
255.817;
290.524;
233.903;
231.09;
240.326;
248.15;
208.961;
250.333;
250.347;
248.755;
251.09;
249.138;
250.024;
250.166;
255.969;
284.948;
209.007;
250.073;
250.206;
250.342;
248.855;
250.273;
249.824;
250.305;
250.085;
249.931;
254.607;
366.017;
129.325;
249.899;
250.026;
249.624;
250.067;
250.26;
249.888;
250.172;
249.937;
250.088;
295.768;
246.181;
248.429;
208.809;
250.723;
249.455;
250.044;
250.442;
249.335;
249.841;
250.053;
250.373;
294.579;
253.791;
246.545;
250.621;
251.925;
247.857;
256.777;
239.642;
246.343;
266.256;
232.731;
298.033;
219.459;
232.464;
254.126;
254.978;
248.46;
242.631;
211.94;
250.322;
249.944;
249.643;
250.341;
250.063;
249.764;
251.817;
288.269;
209.053;
250.216;
250.041;
250.55;
250.122;
250.012;
249.034;
249.829;
250.268;
249.947;
263.311;
275.371;
251.864;
248.458;
297.572;
200.336;
290.742;
219.272;
285.324;
252.093;
247.218;
209.864;
258.703;
284.011;
243.197;
214.397;
208.157;
249.079;
250.264;
250.31;
249.742;
250.308;
249.978;
249.991;
258.131;
279.124;
212.85;
250.227;
249.029;
250.131;
250.33;
250.101;
249.861;
250.313;
249.01;
249.951;
262.115;
277.656;
257.771;
243.782;
257.155;
244.436;
294.39;
202.295;
297.515;
201.272;
249.671;
259.556;
246.458;
292.896;
219.992;
245.866;
236.126;
263.915;
247.486;
281.053;
211.482;
291.229;
218.752;
283.094;
204.98;
208.97;
250.751;
248.903;
249.634;
250.128;
250.283;
249.823;
250.261;
249.576;
249.648;
249.959;
293.63;
243.505;
254.144;
208.581;
250.67;
250.273;
248.896;
250.032;
250.073;
250.212;
249.618;
250.023;
251.784;
293.099;
243.458;
293.126;
206.946;
251.941;
250.307;
209.878;
249.727;
250.296;
250.032;
249.016;
263.529;
274.819;
297.045;
206.818;
247.357;
260.294;
245.207;
245.756;
263.314;
247.413;
236.753;
252.481;
291.318;
212.878;
291.92;
206.025;
300.331;
195.04;
211.525;
249.345;
250.414;
249.936;
250.099;
250.262;
249.925;
323.83;
219.959;
290.196;
210.986;
247.149;
254.75;
288.009;
214.685;
240.733;
293.975;
203.14;
255.114;
243.869;
251.973;
254.64;
256.514;
240.407;
209.857;
249.93;
248.801;
250.386;
250.016;
250.124;
257.651;
286.379;
244.767;
211.137;
250.143;
250.264;
249.095;
250.269;
249.826;
250.475;
249.907;
250.286;
249.987;
298.413;
239.274;
297.034;
203.565;
254.656;
248.336;
262.51;
250.637;
276.999;
249.774;
254.034;
200.862;
255.114;
249.781;
251.256;
257.965;
245.519;
244.519;
289.933;
213.854;
241.305;
255.86;
249.507;
246.405;
253.269;
249.419;
249.822;
249.962;
209.152;
250.007;
250.049;
249.092;
250.14;
249.948;
250.196;
294.34;
253.658;
242.353;
253.665;
244.097;
260.33;
245.356;
247.776;
249.961;
246.156;
293.094;
255.317;
203.855;
209.951;
249.47;
250.416;
249.838;
249.357;
249.993;
249.898;
250.486;
249.591;
250.689;
249.65;
257.494;
283.328;
251.652;
249.716;
256.671;
246.983;
241.336;
297.675;
250.072;
219.528;
232.453;
258.208;
250.883;
250.176;
289.983;
205.245;
248.427;
251.502;
249.858;
207.848;
249.78;
250.24;
249.983;
250.413;
253.111;
291.047;
296.326;
202.187;
250.776;
247.923;
252.872;
242.526;
258.965;
246.099;
207.024;
250.001;
258.949;
277.853;
266.784;
264.022;
225.953;
247.957;
208.934;
249.131;
249.84;
250.237;
250.185;
250.544;
293.809;
288.859;
212.304;
246.466;
256.945;
290.273;
242.953;
216.949;
286.161;
204.289;
249.708;
253.258;
285.685;
216.774;
286.852;
250.336;
215.445;
287.932;
207.35;
258.617;
245.487;
284.013;
256.253;
247.179;
216.92;
248.466;
284.715;
208.835;
289.799;
208.229;
250.024;
207.844;
249.943;
250.09;
250.326;
250.076;
260.505;
282.346;
244.861;
252.304;
251.821;
249.663;
208.053;
249.742;
250.32;
249.944;
249.384;
250.634;
293.407;
252.799;
240.33;
251.451;
250.869;
253.223;
251.67;
251.922;
245.306;
208.401;
250.079;
250.018;
295.06;
246.641;
244.684;
255.348;
250.263;
244.977;
213.242;
248.937;
250.24;
250.27;
250.269;
249.122;
294.408;
251.153;
251.453;
290.256;
249.42;
209.509;
256.237;
281.682;
207.642;
208.363;
250.152;
249.904;
293.939;
422.726;
84.169;
285.303;
220.275;
232.748;
291.88;
213.024;
291.234;
206.352;
248.248;
251.897;
294.924;
206.652;
261.061;
249.702;
237.095;
208.604;
249.963;
249.46;
250.471;
249.423;
250.649;
248.979;
252.523;
290.281;
265.347;
276.625;
203.199;
293.623;
210.505;
253.675;
265.983;
238.953;
237.316;
248.272;
296.419;
219.111;
238.944;
293.872;
212.278;
240.981;
255.9;
244.104;
293.488;
221.497;
234.019;
213.027;
271.056;
316.038;
228.399;
222.341;
253.723;
290.814;
204.92;
212.212;
249.825;
250.116;
249.982;
250.048;
281.249;
255.251;
251.78;
258.798;
246.973;
293.169;
204.875;
253.3;
246.296;
413.755;
86.149;
293.303;
246.237;
208.082;
252.977;
207.812;
249.081;
250.434;
250.037;
249.865;
250.204;
250.033;
250.065;
249.988;
251.608;
292.557;
285.324;
220.263;
245.879;
243.232;
295.406;
201.122;
262.558;
244.248;
252.304;
285.324;
255.937;
204.485;
208.258;
250.095;
250.311;
250.347;
248.839;
250.295;
249.735;
250.329;
249.784;
249.627;
251.318;
293.928;
290.672;
250.311;
210.054;
244.424;
209.785;
250.106;
249.866;
250.029;
250.204;
250.73;
248.602;
289.952;
210.26;
249.717;
250.37;
249.411;
250.174;
250.01;
250.063;
249.76;
250.302;
249.5;
250.174;
