Periodic;
299.963;
254.537;
281.113;
205.781;
250.521;
260.344;
243.811;
243.93;
210.099;
249.882;
250.181;
289.591;
250.698;
278.469;
221.721;
208.974;
250.117;
250.198;
250.02;
249.034;
250.02;
250.118;
250.025;
263.177;
330.045;
209.051;
242.34;
289.752;
207.521;
292.43;
207.607;
294.594;
202.072;
296.026;
204.282;
297.157;
208.575;
288.523;
253.569;
225.607;
261.027;
261.399;
245.602;
212.15;
249.062;
249.568;
251.355;
244.679;
249.374;
251.147;
255.415;
250.2;
291.833;
213.909;
242.005;
247.887;
209.663;
250.309;
250.096;
260.456;
280.06;
246.909;
294.116;
210.583;
293.81;
206.07;
292.332;
249.772;
215.589;
243.716;
247.833;
293.065;
217.352;
236.418;
292.338;
210.834;
208.016;
250.024;
250.256;
249.862;
250.184;
249.889;
250.17;
294.135;
286.165;
254.286;
251.138;
247.035;
204.377;
262.205;
237.047;
274.716;
249.771;
272.889;
249.882;
208.547;
287.68;
250.003;
253.653;
207.143;
207.923;
250.053;
249.818;
249.858;
250.358;
249.716;
250.066;
251.953;
291.064;
293.92;
253.97;
204.531;
286.338;
207.347;
252.609;
250.581;
289.065;
254.151;
205.902;
254.671;
247.923;
253.146;
243.671;
209.143;
249.819;
249.877;
250.374;
249.391;
249.63;
250.366;
249.904;
251.899;
285.733;
249.757;
212.219;
250.308;
250.418;
249.941;
250.362;
248.948;
251.058;
249.218;
249.884;
252.163;
319.966;
219.742;
250.18;
246.642;
249.255;
298.614;
212.453;
241.024;
290.471;
236.325;
221.164;
256.027;
247.518;
249.119;
208.91;
250.428;
248.829;
250.211;
249.984;
249.915;
250.193;
250.055;
249.882;
293.939;
250.152;
288.036;
250.161;
211.161;
254.371;
286.456;
202.636;
212.997;
250.042;
249.993;
250.24;
258.183;
283.977;
251.501;
247.45;
208.7;
250.139;
249.115;
250;
250.102;
250.022;
250.898;
249.646;
251.592;
333.95;
205.072;
291.289;
215.306;
245.776;
244.357;
254.923;
248.796;
262.975;
281.018;
250.741;
204.257;
209.213;
249.985;
250.118;
249.172;
250.385;
250.082;
249.977;
249.973;
250.037;
249.813;
250.105;
293.467;
248.865;
244.48;
265.123;
237.833;
209.285;
250.165;
249.898;
250.171;
249.952;
249.941;
250.04;
251.137;
290.241;
246.877;
210.918;
250.487;
250.486;
250.158;
250.069;
250.063;
249.005;
251.118;
249.53;
294.716;
247.869;
243.777;
294.417;
214.841;
256.213;
239.727;
207.424;
250.158;
250.185;
250.201;
249.912;
294.51;
453.863;
43.5663;
289.281;
249.821;
212.116;
291.894;
246.752;
252.277;
251.255;
206.143;
289.758;
210.311;
253.029;
252.816;
287.791;
211.389;
240.383;
253.924;
246.301;
264.375;
250533;
