Mnist;
56.759;
30.8247;
30.6241;
49.757;
16.9038;
91.232;
82.0841;
16.7484;
47.3478;
16.6314;
67.493;
16.8694;
20.2613;
17.305;
19.6756;
17.1549;
16.7355;
17.1631;
57.5612;
69.803;
44.9491;
16.9347;
16.7693;
16.8605;
16.7129;
53.2342;
16.6169;
67.1996;
56.9178;
16.6871;
16.6843;
16.8427;
56.5316;
16.7193;
85.5504;
41.1798;
16.6891;
16.5732;
17.4303;
16.3129;
17.2197;
16.4825;
17.8828;
17.521;
16.8523;
16.995;
16.9696;
16.9362;
16.8929;
17.2471;
16.3526;
17.2348;
16.6053;
17.2774;
16.9232;
17.6216;
17.1384;
17.0975;
16.3188;
17.1629;
17.3126;
16.4127;
17.9809;
17.205;
17.1702;
16.2057;
17.358;
17.981;
16.6814;
16.0842;
16.1273;
17.5485;
17.5771;
16.9257;
17.241;
16.4059;
17.6115;
16.591;
16.9857;
17.1146;
16.4859;
17.13;
16.8401;
17.665;
16.5556;
16.1772;
16.0099;
17.8531;
16.0114;
27.6747;
17.0821;
16.8764;
16.9463;
16.8006;
16.6994;
16.6379;
16.9868;
16.9476;
16.362;
16.9051;
16.9577;
16.855;
16.9851;
16.8237;
16.9926;
16.7875;
16.6359;
16.9345;
16.6057;
16.8589;
17.195;
16.8197;
16.5558;
16.9162;
16.766;
16.9411;
16.6573;
17.0871;
16.4743;
17.1161;
16.675;
16.9002;
16.8756;
16.8948;
16.4571;
17.2807;
16.929;
16.6966;
16.9822;
16.4236;
17.1222;
16.9792;
16.6963;
17.2525;
16.8185;
25.1759;
20.2283;
16.8242;
16.9364;
48.625;
83.3322;
23.3849;
858.742;
16.752;
56.0043;
19.6678;
77.1287;
46.1092;
20.965;
17.066;
16.7977;
17.2105;
16.9462;
16.858;
17.0412;
71.7143;
88.5978;
22.301;
54.4583;
76.7555;
51.3088;
22.8822;
16.8006;
16.7892;
16.6547;
46.7797;
16.6228;
69.4911;
53.4818;
15.9168;
16.1776;
16.67;
17.1761;
16.4274;
16.1577;
16.8464;
18.4344;
16.6261;
16.3797;
17.0832;
16.9034;
17.1182;
16.3657;
17.1533;
16.5112;
16.8764;
16.8539;
16.7975;
16.9774;
17.3563;
16.7843;
16.8513;
16.6236;
16.3094;
17.0377;
16.8536;
