Sort;
119.837;
48.5267;
47.4851;
46.782;
47.0424;
46.9605;
46.6283;
47.4489;
47.9806;
64.8517;
48.7856;
49.9364;
46.8723;
46.8979;
46.885;
48.7908;
48.4711;
49.0866;
47.0057;
48.1983;
47.0458;
48.3179;
47.1265;
46.8788;
46.6521;
47.302;
46.7628;
46.622;
47.7019;
46.9233;
48.7658;
51.1152;
102.974;
204.775;
117.07;
48.4004;
82.4318;
59.0855;
66.6587;
96.9686;
87.0635;
70.927;
56.0502;
58.1267;
49.0275;
64.7457;
60.3843;
55.9219;
54.5007;
66.3558;
59.3369;
54.2412;
53.232;
75.4852;
63.5865;
50.5546;
55.5943;
52.8411;
67.2297;
51.9386;
52.2229;
50.523;
66.3132;
62.4024;
57.9462;
54.1145;
64.6298;
61.0767;
52.546;
52.639;
59.0349;
68.8783;
53.2525;
53.3343;
51.2031;
67.2659;
54.0021;
50.6474;
74.0175;
178.538;
120.766;
49.3117;
153.355;
140.23;
48.8353;
145.948;
123.7;
48.9105;
235.816;
252.171;
144.693;
126.257;
142.335;
136.336;
133.31;
68.6587;
146.389;
122.482;
177.33;
128.332;
50.5021;
67.0107;
169.206;
62.7117;
54.9642;
240.123;
50.2637;
175.655;
116.735;
169.193;
115.267;
58.436;
156.959;
104.908;
50.9452;
150.537;
51.374;
146.819;
89.4748;
122.183;
57.8879;
164.781;
73.4037;
153.405;
88.9746;
65.8504;
106.443;
821.488;
49.7049;
66.1053;
111.778;
147.301;
147.345;
127.201;
49.2313;
175.168;
140.358;
153.836;
133.768;
198.442;
51.8104;
176.861;
66.0519;
111.225;
89.3107;
65.7479;
975.769;
90.3208;
50.3562;
129.031;
79.0959;
49.3607;
70.9981;
49.9172;
50.2288;
49.6662;
54.6985;
70.4918;
52.255;
53.4447;
51.6312;
67.0239;
51.7832;
52.4322;
52.6871;
64.7142;
67.6591;
52.7151;
50.3069;
51.2158;
69.5117;
127.454;
117.756;
70.7821;
55.2655;
51.7742;
66.9491;
55.3687;
55.961;
52.3307;
68.9449;
53.3891;
49.2671;
48.8138;
53.2526;
66.5139;
54.5972;
55.0729;
53.9238;
66.2665;
58.7937;
49.4602;
49.5311;
61.9868;
68.6291;
53.9245;
53.4253;
49.0497;
65.5886;
51.6224;
54.109;
53.4169;
65.5005;
59.9335;
50.1306;
53.4346;
50.2052;
64.8387;
51.5829;
53.405;
51.2532;
64.7016;
71.3822;
51.5235;
50.3471;
52.4911;
68.7285;
52.2308;
51.5221;
50.5336;
66.2988;
127.026;
76.7816;
212.469;
78.7071;
157.662;
155.913;
48.5049;
146.753;
129.945;
48.4394;
173.249;
128.92;
51.586;
133.551;
143.525;
217.856;
145.548;
178.605;
114.839;
177.459;
159.145;
74.8385;
52.1174;
72.3702;
153.727;
165.597;
175.14;
133.302;
118.661;
49.7006;
125.361;
121.215;
