Inverse;
657.488;
2.16261;
2.76104;
2.27106;
2.72988;
2.50458;
2.74559;
2.45401;
2.47938;
2.55155;
2.55852;
2.52817;
2.59006;
2.39817;
2.50542;
1.63068;
2.57496;
1.5393;
1.73959;
2.50057;
1.61689;
1.95819;
2.25612;
1.63771;
2.61138;
2.73208;
2.50648;
1.50504;
1.5734;
1.76414;
2.81213;
2.2205;
1.85447;
30.9574;
2.61579;
2.08543;
2.64198;
4.17708;
13.0018;
55.3902;
8.95842;
3.35676;
1.85732;
2.96265;
2.94067;
2.67664;
2.63485;
3.23984;
2.62202;
2.84175;
2.66518;
3.426;
1.98539;
108.064;
1.98481;
11.0098;
54.3314;
151.064;
2.07359;
3.05835;
74.2014;
8.72715;
5.98338;
3.1156;
3.3133;
48.9797;
2.68725;
2.53092;
2.7014;
1.51144;
1.72672;
1.81744;
95.5869;
4.52553;
10.4146;
7.51504;
59.5277;
4.72819;
5.51868;
94.3314;
2.18992;
83.9314;
2.01965;
2.57724;
1.90779;
1.76446;
1.71945;
2.65227;
51.8779;
3.09031;
2.82788;
2.58013;
2.90012;
2.61669;
139.487;
2.97525;
91.5668;
51.8755;
13.2367;
8.5957;
51.8261;
3.15047;
2.69797;
2.90128;
2.64374;
2.69742;
104.993;
2.03783;
38.844;
35.464;
2.14919;
2.75764;
2.56395;
2.68938;
3.1182;
116.333;
4.88578;
80.5113;
2.42671;
3.01692;
2.18956;
1.88936;
3.27458;
25.4413;
2.84332;
2.41122;
2.60642;
2.7972;
2.73177;
2.58359;
2.63365;
2.66574;
2.50252;
3.46933;
2.95548;
2.67007;
2.85126;
2.77969;
3.00924;
140.638;
2.83124;
196.152;
250.287;
142.038;
87.0231;
236.909;
1.95798;
248.256;
146.415;
92.2663;
45.0547;
109.434;
2.56775;
2.09153;
1.58974;
1.89689;
2.43506;
1.69424;
1.81815;
2.81834;
45.8889;
1.98553;
2.30029;
2.21632;
3.07658;
2.41493;
2.8029;
106.75;
2.11276;
1.64861;
97.3445;
2.45694;
1.72207;
1.70336;
1.65555;
1.66196;
4.19245;
2.71045;
47.6258;
2.63743;
2.80971;
2.56482;
2.79453;
2.52627;
143.37;
88.9187;
