Inverse;
864.221;
3.00529;
2.77989;
3.41146;
2.97661;
3.07187;
4.49136;
3.11089;
2.77922;
3.07905;
2.84506;
2.66044;
2.98938;
3.0943;
2.98307;
2.79036;
3.14642;
2.8291;
2.79715;
3.18044;
3.15525;
2.83856;
2.81372;
4.11048;
2.94856;
3.24926;
2.94198;
3.05706;
3.24757;
2.75238;
3.03346;
2.9957;
2.47757;
2.67138;
16.0664;
31.138;
131.8;
6.78846;
65.3699;
2.90545;
3.35693;
144.632;
2.79898;
64.0969;
15.405;
13.7031;
127.683;
91.034;
4.24634;
18.6751;
18.8931;
8.9142;
12.4741;
48.946;
18.9665;
12.8423;
17.7109;
18.2901;
3.01323;
16.2826;
27.6116;
8.5501;
11.7189;
19.5585;
20.9315;
3.32254;
52.225;
58.6158;
9.17224;
9.5217;
19.6523;
19.6154;
5.70192;
14.098;
20.0311;
21.0098;
17.484;
36.0191;
18.8103;
56.8711;
9.5883;
2.62416;
6.5697;
19.2512;
18.6959;
10.5329;
8.72509;
18.4149;
18.5941;
6.85605;
12.7292;
39.2001;
18.5565;
48.9462;
3.63037;
15.2374;
18.9847;
14.8424;
5.83687;
18.9657;
18.7697;
6.61162;
14.0453;
18.5889;
17.2507;
3.61784;
46.8814;
18.2226;
28.9971;
18.3152;
3.01277;
16.1801;
18.4121;
15.1398;
4.97779;
18.6802;
19.0681;
8.21271;
11.3781;
18.5325;
21.2656;
17.5733;
48.4745;
17.8194;
7.45215;
17.8762;
19.2181;
6.34836;
12.481;
17.9298;
19.1622;
2.73322;
14.4059;
17.9018;
19.9099;
67.3592;
22.838;
18.2477;
2.56649;
17.8708;
9.24433;
9.68246;
18.4133;
18.4446;
5.64133;
13.6802;
18.8322;
19.2881;
18.8754;
67.9484;
19.1391;
18.724;
16.3845;
4.70982;
2.88707;
20.6537;
18.5274;
4.37028;
16.5168;
18.7962;
13.9672;
7.04285;
57.6541;
37.6506;
10.4285;
10.0142;
19.0797;
19.6252;
3.34702;
14.5695;
18.4508;
18.6873;
18.7608;
2.59143;
18.5658;
28.8993;
151.448;
16.8074;
67.9215;
16.9033;
17.9423;
47.978;
5.43029;
12.4351;
18.4716;
18.6554;
18.0353;
18.018;
17.2857;
2.8257;
18.5392;
19.1669;
23.5734;
47.9584;
17.608;
9.49931;
18.7052;
20.4759;
17.9491;
18.3709;
16.1455;
3.30652;
16.0993;
17.8549;
18.8821;
46.1084;
17.7325;
47.5189;
3.38839;
14.1352;
17.9982;
18.3078;
18.6687;
2.81241;
18.1095;
9.50722;
11.2242;
18.5906;
19.8173;
17.6749;
48.0032;
17.7014;
11.6629;
18.4697;
18.3435;
18.3656;
18.8591;
11.7611;
8.55793;
18.394;
18.9763;
3.82317;
2.67847;
49.8207;
55.0633;
10.9573;
7.77058;
20.2276;
17.5068;
8.75315;
10.57;
18.1939;
18.4562;
