Inverse;
252.189;
239.578;
209.065;
298.288;
179.817;
317.301;
176.661;
324.762;
212.594;
409.353;
286.74;
380.126;
94.8426;
318.842;
181.88;
308.68;
170.621;
288.284;
197.025;
276.688;
109.436;
246.399;
95.9433;
194.181;
91.9785;
246.391;
325.172;
189.222;
355.9;
194.059;
312.766;
175.804;
284.851;
202.069;
344.654;
201.535;
308.44;
206.174;
349.777;
201.443;
342.53;
195.835;
280.432;
174.701;
349.394;
93.7804;
220.346;
91.8081;
307.129;
91.7606;
218.31;
91.852;
219.731;
203.907;
349.858;
199.271;
314.155;
205.333;
347.786;
94.1123;
220.236;
91.6285;
218.298;
91.8232;
218.038;
91.7743;
218.766;
147.923;
256.8;
380.626;
175.597;
224.495;
92.5753;
223.676;
93.7939;
313.921;
94.2084;
306.723;
92.1065;
218.21;
91.6754;
219.834;
94.1028;
342.525;
89.8492;
217.694;
90.7644;
217.58;
90.948;
217.874;
91.1631;
221.976;
92.8588;
222.374;
90.9334;
217.323;
90.8924;
217.899;
90.4755;
218.747;
87.2419;
219.356;
90.6029;
219.091;
91.0312;
217.347;
92.8929;
232.871;
98.7464;
220.602;
94.2017;
310.999;
92.7418;
217.73;
90.1847;
305.769;
91.7969;
218.304;
91.8148;
220.221;
206.476;
346.826;
203.301;
342.239;
203.695;
382.516;
203.208;
262.375;
178.525;
282.089;
206.906;
325.072;
241.517;
350.313;
215.825;
333.656;
226.32;
297.484;
200.068;
300.978;
182.712;
336.187;
202.129;
285.149;
92.2744;
217.871;
91.9682;
218.075;
91.5631;
311.11;
93.9419;
313.535;
92.0925;
218.125;
88.506;
218.214;
91.5958;
220.661;
92.1797;
219.091;
112.619;
380.271;
200.905;
329.1;
202.007;
329.893;
93.1837;
222.555;
91.2385;
218.218;
91.2203;
217.832;
91.1885;
218.397;
91.7858;
218.53;
186.166;
314.838;
198.086;
314.779;
207.272;
384.815;
180.01;
313.453;
200.527;
326.272;
200.073;
334.431;
204.272;
352.62;
201.226;
313.074;
254.411;
379.732;
546.248;
201.363;
325.645;
176.861;
317.772;
194.787;
299.117;
201.242;
320.579;
202.867;
370.922;
471.248;
91.9263;
218.473;
92.3663;
218.812;
92.3858;
349.478;
177.245;
344.571;
208.461;
316.303;
202.878;
311.717;
196.623;
277.235;
111.511;
245.493;
113.375;
258.065;
181.741;
313.685;
176.793;
335.26;
202.221;
374.771;
201.981;
305.545;
114.032;
219.718;
218.77;
219.967;
89.3813;
198.089;
196.873;
269.355;
115.208;
225.648;
340.277;
115.315;
217.134;
113.059;
209.21;
107.7;
273.901;
137.958;
231.06;
115.701;
288.174;
228.556;
322.874;
199.146;
282.381;
179.042;
320.426;
179.257;
336.336;
211.96;
365.896;
210.088;
288.318;
197.603;
323.805;
206.252;
340.283;
180.369;
324.81;
200.902;
368.07;
200.908;
358.225;
197.248;
329.887;
201.625;
357.82;
195.1;
326.786;
216.851;
319.387;
175.369;
345.85;
92.1498;
319.647;
91.2558;
217.667;
91.541;
218.289;
91.5162;
219.05;
92.4861;
221.876;
92.1953;
217.659;
91.3779;
217.619;
91.6816;
217.903;
303.305;
90.9684;
219.003;
94.2213;
218.084;
90.9904;
248.639;
114.406;
234.571;
92.6501;
225.022;
97.6921;
262.591;
91.196;
306.138;
91.0276;
218.039;
90.8206;
221.015;
91.5545;
219.411;
201.417;
335.808;
91.5464;
217.638;
91.4771;
218.913;
92.9851;
223.168;
88.0115;
217.92;
91.5438;
218.421;
91.7841;
218.285;
306.823;
92.442;
310.653;
199.672;
312.943;
197.532;
301.289;
211.783;
286.11;
91.0005;
218.43;
90.8848;
218.384;
90.9231;
218.901;
91.1703;
218.542;
91.1259;
219.256;
190.036;
304.387;
177.449;
289.068;
216.565;
290.833;
182.977;
316.233;
202.646;
333.286;
211.503;
330.118;
204.656;
322.011;
197.752;
335.921;
201.214;
383.295;
247.643;
376.973;
108.092;
240.022;
91.4952;
218.091;
91.4975;
217.724;
176.459;
317.837;
399.815;
200.447;
262.175;
200.32;
322.667;
90.8482;
218.679;
91.1731;
220.805;
91.0195;
218.626;
91.0779;
223.117;
180.077;
284.241;
178.83;
351.231;
198.987;
302.904;
196.379;
277.669;
106.021;
229.042;
217.472;
218.817;
92.5951;
218.523;
91.8112;
217.863;
92.0406;
221.233;
93.6774;
220.05;
91.8076;
218.245;
91.8408;
218.517;
92.0042;
218.85;
91.9316;
218.933;
91.6972;
219.493;
91.4863;
218.195;
91.4924;
311.921;
179.263;
357.288;
181.415;
335.215;
196.794;
277.398;
188.087;
371.615;
225.187;
368.864;
217.359;
334.166;
203.374;
283.05;
197.312;
331.639;
203.733;
297.731;
201.342;
303.145;
201.527;
354.398;
200.849;
311.359;
208.719;
307.299;
214.837;
347.706;
201.556;
219.222;
193.268;
228.004;
196.617;
339.413;
196.089;
294.067;
223.646;
267.733;
177.525;
329.016;
92.1537;
218.265;
307.135;
92.1495;
219.212;
91.8537;
218.683;
92.0984;
218.29;
91.6349;
237.247;
185.286;
327.296;
201.722;
302.428;
201.315;
325.872;
197.824;
318.101;
239.458;
338.751;
224.59;
336.055;
204.821;
222.632;
193.893;
321.858;
197.926;
316.124;
200.875;
312.87;
200.183;
331.769;
91.1659;
221.008;
200.258;
296.043;
200.895;
322.302;
200.469;
326.439;
178.438;
314.628;
184.014;
330.432;
199.517;
343.829;
92.8502;
224.111;
90.844;
219.514;
90.8865;
218.013;
90.5088;
217.782;
305.984;
90.7409;
218.405;
91.0072;
217.997;
91.5081;
218.988;
91.4701;
310.807;
216.406;
308.483;
93.6737;
218.593;
91.9132;
218.478;
91.9386;
218.115;
92.2571;
218.221;
307.795;
91.8665;
215.363;
306.766;
91.7327;
231.974;
484.01;
235.806;
401.372;
210.23;
310.114;
327.512;
326.849;
217.028;
90.5046;
217.67;
91.7363;
339.331;
