Sort;
625.462;
217.343;
237.281;
215.832;
215.332;
216.399;
216.23;
238.502;
506.867;
497.77;
499.57;
620.611;
666.598;
411.978;
489.443;
459.117;
471.974;
354.722;
289.67;
336.608;
326.032;
543.102;
505.916;
460.627;
544.969;
509.78;
555.828;
543.037;
475.484;
522.337;
312.922;
398.054;
309.331;
310.425;
553.431;
511.662;
552.356;
313.911;
309.096;
308.804;
309.57;
402.571;
381.256;
399.447;
315.168;
406.744;
399.746;
309.609;
310.36;
436.782;
305.847;
307.347;
307.588;
312.387;
314.782;
306.655;
308.601;
308.27;
309.603;
308.619;
307.266;
325.137;
318.532;
404.947;
310.031;
395.037;
308.717;
311.078;
552.116;
544.626;
585.095;
466.035;
459.014;
531.149;
590.454;
548.445;
523.033;
500.991;
516.786;
486.038;
309.326;
308.441;
401.711;
406.263;
309.514;
309.215;
311.138;
311.12;
491.628;
529.683;
531.101;
314.182;
308.558;
308.123;
308.861;
308.639;
500.481;
511.889;
591.125;
492.304;
525.95;
533.354;
555.748;
513.399;
623.212;
555.192;
526.982;
492.651;
492.835;
520.605;
572.524;
471.367;
309.258;
310.072;
442.331;
520.246;
523.735;
513.744;
473.927;
354.906;
371.242;
493.539;
508.717;
577.97;
506.466;
332.835;
217.911;
218.253;
288.122;
464.154;
339.693;
340.619;
330.98;
321.688;
380.263;
368.022;
403.301;
550.858;
477.555;
500.008;
513.918;
577.004;
498.804;
520.305;
546.025;
504.297;
567.475;
558.383;
532.102;
558.54;
521.386;
535.653;
519.039;
410.911;
307.98;
308.696;
309.464;
313.588;
309.025;
307.875;
308.291;
306.215;
309.066;
311.454;
338.189;
348.267;
316.671;
359.386;
396.286;
308.207;
310.843;
309.819;
537.024;
307.517;
309.556;
314.993;
308.541;
308.941;
307.951;
306.835;
402.225;
511.5;
499.187;
495.899;
308.337;
308.493;
308.822;
308.693;
309.428;
493.436;
465.696;
506.783;
497.571;
535.309;
539.766;
526.16;
532.369;
581.666;
626.11;
346.218;
308.822;
308.139;
493.024;
400.762;
460.639;
521.868;
308.61;
310.871;
308.553;
313.527;
463.822;
527.932;
500.738;
474.334;
338.479;
216.324;
217.017;
310.268;
308.743;
312.147;
312.745;
308.856;
309.247;
309.944;
309.687;
310.598;
308.597;
402.568;
535.194;
515.644;
474.224;
552.643;
594.497;
553.818;
485.727;
527.677;
500.602;
503.49;
554.919;
511.173;
514.862;
562.59;
419.607;
420.571;
534.745;
489.445;
490.422;
502.934;
309.743;
307.021;
310.387;
309.364;
309.335;
327.777;
511.819;
504.363;
525.128;
505.89;
586.225;
561.981;
425.168;
513.896;
513.525;
512.883;
531.6;
311.185;
495.32;
522.282;
526.588;
491.143;
514.519;
541.268;
315.859;
309.511;
307.496;
307.434;
305.788;
307.925;
308.701;
309.652;
400.72;
524.885;
310.902;
309.335;
309.112;
309.39;
307.548;
309.789;
306.704;
322.392;
483.776;
636.104;
519.578;
327.033;
328.051;
215.971;
306.171;
428.439;
530.116;
464.77;
541.644;
505.55;
508.911;
521.828;
513.565;
498.273;
432.491;
534.069;
307.788;
308.331;
311.109;
484.55;
309.84;
309.286;
309.703;
310.054;
309.634;
397.813;
311.756;
340.135;
494.747;
