Periodic;
283.567;
283.423;
234.78;
244.411;
287.57;
209.111;
213.714;
292.291;
208.869;
241.087;
249.793;
249.098;
289.98;
213.772;
246.351;
288.96;
210.652;
250.626;
382.237;
117.112;
290.424;
208.996;
346.606;
189.687;
230.024;
320.042;
170.037;
243.731;
382.719;
117.426;
265.839;
234.013;
249.67;
250.288;
249.108;
250.02;
250.03;
315.278;
285.429;
148.581;
289.581;
250.726;
209.459;
249.9;
250.652;
248.9;
250.692;
249.684;
249.771;
288.021;
211.746;
250.004;
249.916;
249.92;
249.827;
249.801;
249.769;
250.05;
249.747;
249.801;
249.936;
301.37;
265.001;
292;
189.829;
209.598;
241.625;
250.838;
249.025;
250.765;
250.183;
249.813;
249.743;
323.081;
211.941;
323.016;
181.071;
210.062;
288.599;
280.848;
185.104;
248.4;
246.81;
250.045;
249.721;
258.165;
377.469;
145.304;
219.139;
253.621;
286.385;
209.482;
249.747;
249.966;
249.963;
249.974;
249.813;
287.59;
252.547;
209.454;
250.162;
250.007;
249.617;
249.953;
250.03;
249.861;
249.957;
249.56;
249.772;
328.945;
211.039;
272.917;
186.651;
249.477;
250.197;
250.765;
249.627;
249.992;
249.878;
249.821;
249.899;
290.145;
209.484;
249.703;
250.098;
249.859;
249.469;
250.414;
249.193;
250.323;
249.82;
249.753;
249.827;
311.131;
221.343;
354.931;
105.886;
250.172;
249.592;
249.788;
249.929;
250.259;
249.783;
249.72;
250.29;
334.308;
212.953;
250.016;
406.229;
117.81;
203.534;
306.407;
272.091;
185.469;
287.264;
256.222;
206.765;
209.192;
294.329;
205.518;
250.312;
249.909;
249.662;
250.062;
249.741;
249.615;
250.107;
249.733;
249.886;
302.374;
264.775;
262.32;
273.373;
148.163;
347.666;
162.278;
234.638;
307.154;
249.259;
227.894;
211.424;
299.239;
241.702;
267.672;
232.688;
209.298;
446.229;
63.1617;
314.945;
316.264;
205.305;
209.711;
193.431;
249.757;
300.492;
226.84;
277.696;
196.107;
308.032;
324.32;
116.269;
348.253;
151.787;
249.776;
249.658;
330.085;
170.029;
249.746;
249.887;
250.196;
249.699;
249.965;
249.688;
249.914;
249.853;
249.865;
250.13;
355.743;
204.656;
244.621;
300.606;
203.529;
274.348;
318.012;
107.854;
315.983;
267.611;
205.655;
200.301;
329.024;
243.911;
263.74;
207.921;
204.662;
320.584;
179.694;
250.039;
249.673;
249.738;
249.444;
249.967;
296.632;
281.87;
211.796;
209.484;
292.911;
267.738;
292.501;
146.807;
249.69;
250.372;
249.764;
250.172;
321.411;
178.496;
333.037;
174.119;
242.793;
328.711;
218.312;
270.178;
250.201;
347.839;
256.067;
91.5689;
297.904;
254.801;
280.23;
185.39;
303.192;
164.385;
249.869;
249.661;
250.101;
249.593;
249.874;
249.831;
287.693;
250.48;
306.977;
181.425;
294.285;
301.45;
237.598;
140.956;
319.456;
219.005;
209.991;
249.689;
279.404;
314.727;
196.124;
421.225;
121.268;
211.839;
272.11;
259.059;
218.761;
243.416;
211.353;
249.924;
276.542;
303.379;
230.462;
189.359;
249.855;
249.976;
249.721;
249.949;
249.962;
249.544;
250.194;
249.653;
261.36;
281.609;
207.018;
291.073;
247.463;
284.886;
175.948;
250.885;
249.831;
249.915;
249.951;
249.859;
281.855;
217.414;
292.465;
276.432;
200.604;
316.39;
172.794;
331.755;
167.688;
286.174;
205.23;
249.75;
275.717;
303.898;
174.324;
322.796;
181.972;
287.161;
234.058;
288.793;
217.635;
245.294;
286.969;
213.824;
341.726;
211.728;
184.503;
284.411;
210.556;
226.363;
249.898;
249.686;
249.708;
250.109;
249.937;
249.828;
249.897;
251.165;
372.205;
127.171;
317.142;
272.131;
252.375;
213.556;
251.083;
203.75;
375.757;
208.231;
186.956;
234.457;
324.183;
235.007;
291.551;
198.111;
231.776;
300.054;
258.29;
214.75;
277.302;
209.104;
269.133;
268.606;
225.868;
178.572;
423.055;
113.496;
250.871;
252.346;
209.708;
251.021;
249.781;
249.123;
250.111;
324.544;
220.024;
231.901;
224.512;
296.587;
204.636;
286.338;
275.088;
203.403;
233.603;
322.648;
175.614;
288.324;
309.818;
201.707;
241.611;
208.547;
250.209;
249.642;
250.057;
250.079;
249.85;
249.996;
249.959;
342.544;
178.959;
230.889;
247.483;
248.708;
250.942;
249.562;
249.65;
249.722;
250.102;
249.592;
250.067;
250.978;
295.706;
203.383;
249.797;
249.991;
249.617;
249.728;
250.55;
249.866;
249.617;
250.459;
249.242;
250.447;
316.635;
221.625;
392.164;
108.121;
302.079;
202.542;
245.11;
250.181;
252.161;
276.918;
202.61;
228.975;
249.682;
250.022;
250.004;
249.725;
249.736;
250.152;
249.625;
250.244;
248.967;
249.992;
250.625;
287.917;
300.967;
206.728;
346.555;
204.215;
206.126;
245.313;
241.646;
247.103;
211.209;
250.722;
249.727;
289.63;
266.573;
230.56;
254.215;
208.965;
249.141;
249.766;
249.731;
250.226;
249.63;
250.769;
250.054;
319.595;
363.162;
147.774;
169.292;
249.005;
249.779;
249.965;
249.7;
250.093;
249.982;
249.697;
249.935;
290.091;
329.991;
251.61;
250.971;
127.061;
250.109;
249.919;
249.82;
249.966;
249.803;
249.544;
250.303;
250.556;
286.163;
213.18;
250.24;
249.983;
249.794;
249.77;
249.884;
249.782;
249.86;
250.081;
249.547;
346.867;
218.715;
184.465;
250.015;
249.878;
249.647;
250.013;
250.003;
249.744;
249.638;
249.965;
249.89;
306.607;
330.26;
303.419;
124.076;
188.264;
318.752;
180.359;
246.874;
250.458;
250.079;
250.021;
249.894;
295.09;
346.004;
116.016;
322.419;
220.141;
244.704;
288.17;
218.072;
215.49;
232.431;
250.033;
249.698;
360.201;
214.619;
190.131;
235.024;
249.744;
249.92;
249.774;
250.813;
249.799;
249.733;
249.852;
249.866;
250.408;
291.887;
207.521;
302.81;
198.864;
298.946;
217.587;
286.067;
195.012;
289.237;
325.726;
184.749;
199.716;
249.905;
250.154;
249.671;
250.229;
250.468;
249.486;
250.163;
249.489;
249.668;
249.76;
249.916;
350.263;
149.608;
288.796;
252.496;
208.534;
249.336;
250416;
