Sort;
143.817;
36.0415;
11.4007;
5.22555;
3.83664;
2.81562;
3.28289;
3.32279;
3.741;
3.62239;
3.34967;
3.9284;
2.39088;
5.71674;
4.68176;
2.65419;
2.81593;
3.23624;
2.43933;
2.76555;
2.48829;
14.6616;
7.20884;
2.57316;
3.3763;
3.16493;
2.23911;
2.44059;
2.65454;
2.28937;
2.44314;
2.66022;
2.47134;
10.4301;
6.70374;
2.88013;
3.00988;
2.11024;
4.24649;
2.98;
2.508;
2.42844;
2.44701;
2.90365;
2.52896;
2.34792;
2.42751;
2.43631;
3.20583;
2.70284;
2.59637;
2.41007;
2.46946;
2.32747;
2.65071;
2.48171;
2.4023;
2.66562;
2.32142;
2.39965;
2.6854;
2.58588;
2.41703;
2.25959;
2.43432;
2.55756;
2.44855;
2.43636;
2.64282;
2.23862;
2.51392;
2.28736;
2.57155;
2.43483;
3.12292;
2.77957;
2.54699;
2.48237;
2.4769;
2.44416;
2.49274;
3.29715;
2.70847;
2.4777;
2.46253;
2.47816;
2.24564;
2.62134;
2.33133;
2.51459;
2.33902;
2.46044;
2.68472;
2.14456;
2.92079;
2.49816;
2.48122;
2.47703;
2.46353;
2.68364;
3.56039;
2.11323;
2.57369;
2.42719;
2.69756;
2.36915;
2.34886;
2.5989;
2.44243;
2.29875;
2.60053;
2.4468;
3.06391;
1.88188;
2.58108;
2.31521;
2.66059;
2.69737;
2.11227;
2.50486;
3.41816;
2.2469;
2.8098;
2.38577;
2.43255;
2.60546;
2.36516;
2.34377;
2.60004;
2.38132;
2.64456;
2.45787;
2.36621;
2.53582;
2.54763;
2.32582;
2.28146;
2.46315;
3.26974;
3.1824;
2.25922;
2.34875;
2.43376;
2.31823;
2.63884;
2.7771;
2.47967;
2.47744;
2.64417;
2.28329;
2.64498;
2.53233;
2.32547;
2.48411;
2.5433;
2.29544;
2.5732;
2.85263;
2.22262;
2.51604;
2.33733;
2.2745;
2.65869;
2.44631;
2.60534;
2.27719;
2.33845;
2.42129;
2.51504;
2.39613;
2.43951;
3.68763;
2.36458;
2.26253;
2.69054;
2.20074;
2.6577;
2.42014;
2.34852;
2.53672;
2.49821;
2.38883;
2.53717;
2.94252;
1.98009;
2.46734;
2.32665;
2.70131;
2.71448;
2.12429;
2.54607;
2.51571;
2.44398;
2.41863;
2.34978;
2.52941;
2.51806;
3.52328;
2.45918;
2.4995;
2.39114;
2.50704;
2.44406;
2.55611;
2.50135;
2.48874;
2.47052;
2.36859;
2.49324;
3.0203;
2.15504;
3.52327;
5.10283;
6.14442;
4.9343;
2.99928;
2.96709;
2.34784;
2.66349;
2.50106;
2.32661;
2.94959;
2.14339;
2.5947;
2.2905;
2.41168;
2.46477;
4.47903;
2.26856;
2.49176;
3.72941;
5.48884;
2.6479;
2.32739;
2.73919;
3.19493;
2.69894;
2.23705;
2.56735;
2.41588;
2.48201;
2.40203;
2.57037;
2.31292;
2.58357;
2.42867;
2.49863;
2.33788;
3.05119;
2.14114;
2.33205;
2.39784;
2.66074;
2.32176;
2.65337;
2.26562;
2.54303;
2.54401;
2.40208;
2.48883;
2.40603;
2.35567;
2.6107;
2.41138;
2.56305;
2.2888;
2.6366;
2.37078;
2.51544;
2.67539;
2.44674;
2.68648;
2.28548;
2.44513;
2.49821;
2.57686;
2.3513;
2.50956;
2.33875;
2.5814;
2.50546;
2.69564;
2.2036;
2.75582;
2.24719;
2.51963;
2.36876;
2.43171;
2.72942;
2.27115;
2.4555;
2.4737;
2.46073;
2.60393;
3.14722;
2.96383;
2.50657;
2.33901;
2.34346;
2.51111;
2.52954;
3.50647;
2.58658;
2.20308;
2.46466;
2.68128;
2.53396;
2.36045;
2.48934;
2.45983;
2.49284;
2.43652;
2.59905;
2.88645;
2.16746;
2.33171;
2.55251;
2.47248;
2.46583;
2.56137;
2.44251;
2.40021;
2.53144;
2.42779;
2.51591;
2.42187;
2.38301;
3.0366;
2.41804;
2.55898;
2.5749;
2.43216;
2.24159;
2.43245;
2.49421;
2.48533;
2.63306;
2.38042;
2.41574;
2.82706;
2.3163;
2.67891;
2.13243;
2.48052;
2.40948;
2.3921;
2.62581;
2.39588;
2.32561;
2.68699;
2.19445;
2.6037;
3.03956;
3.15868;
2.39563;
2.27548;
2.39373;
2.44546;
2.55444;
2.29229;
2.55823;
2.53649;
2.4425;
2.37143;
2.78024;
2.61546;
2.28677;
2.18087;
2.49901;
2.74024;
2.14849;
2.47119;
2.48967;
2.4718;
2.50629;
2.31996;
2.55214;
2.41194;
2.40958;
3.65873;
2.57938;
2.34457;
2.48217;
2.70818;
2.33737;
2.42176;
2.64244;
2.41886;
2.65647;
2.57959;
2.40298;
2.62796;
2.40309;
2.39699;
2.43984;
2.40767;
2.44454;
2.38991;
2.59074;
2.32721;
2.60833;
2.59634;
2.35281;
2.48961;
3.02717;
2.9296;
2.52623;
2.37638;
2.46973;
2.37649;
2.54698;
3.42494;
2.63151;
2.41461;
2.36483;
2.50241;
2.49181;
2.5011;
2.32909;
2.50698;
2.48155;
2.43753;
2.39936;
3.21536;
2.74018;
2.56365;
2.50866;
2.47009;
2.36449;
2.50982;
2.41721;
2.47326;
2.52366;
2.48005;
2.47172;
2.37175;
2.8217;
2.27189;
2.39018;
2.38175;
2.62597;
2.53723;
2.58512;
2.38324;
2.47152;
2.39789;
2.44197;
2.45862;
2.39708;
3.3112;
2.68128;
2.47919;
2.44802;
2.31621;
2.57775;
2.38226;
2.43795;
2.44417;
2.3726;
2.5774;
2.34575;
2.56365;
2.85506;
2.11829;
2.40749;
2.29351;
2.45042;
2.57094;
2.28792;
2.52639;
2.35412;
2.55353;
2.61646;
2.49202;
2.32353;
2.48381;
3.55408;
2.37189;
2.40197;
2.50897;
2.6088;
2.38889;
2.57463;
2.47355;
2.62463;
2.583;
2.55121;
2.26757;
3.09257;
3.01824;
2.37344;
2.34482;
2.48478;
2.46537;
2.50594;
3.48633;
2.56839;
2.52191;
2.31816;
2.45191;
2.66779;
2.5181;
2.44695;
2.48589;
2.47896;
2.42701;
2.39064;
3.0354;
1.92498;
2.67821;
2.29816;
2.5312;
2.52768;
2.45373;
2.50645;
2.51126;
2.38164;
2.46115;
2.42264;
2.48452;
3.31202;
2.86167;
2.35076;
2.33961;
2.5416;
2.39907;
2.42483;
2.53236;
2.40722;
2.40133;
2.61218;
2.46266;
2.52941;
2.91668;
2.11624;
2.29464;
2.47585;
2.46413;
2.38061;
2.44364;
2.45586;
2.4475;
2.50158;
2.33954;
2.5251;
2.37222;
2.52969;
3.52917;
2.41616;
2.38926;
2.49709;
2.48281;
2.51912;
2.56364;
2.22837;
2.50811;
2.57065;
2.3538;
2.37493;
3.11584;
2.90604;
2.36891;
2.33601;
2.72932;
2.25297;
2.59438;
2.45782;
2.43694;
2.53676;
2.54079;
2.19873;
2.65144;
2.89276;
1.92798;
2.3587;
2.58284;
2.36084;
