Sobel;
269.28;
969.51;
321.851;
334;
274.121;
265.908;
261.992;
267.253;
266.345;
215.362;
297.629;
308.237;
349.503;
338.123;
286.297;
329.385;
298.355;
196.567;
210.225;
220.929;
225.236;
233.617;
176.937;
274.458;
199.917;
266.614;
212.143;
283.702;
298.212;
358.891;
294.316;
351.836;
282.272;
243.021;
315.029;
191.473;
742.453;
977.118;
210.189;
314.898;
350.686;
351.886;
302.922;
249.018;
214.11;
233.116;
243.045;
207.69;
352.995;
229.367;
244.223;
293.515;
247.218;
222.43;
237.754;
175.655;
165.593;
217.302;
267.513;
254.994;
222.036;
266.16;
259.042;
291.703;
264.104;
247.263;
266.771;
307.461;
358.271;
333.518;
309.193;
250.045;
217.766;
272.782;
717.742;
260.944;
270.245;
249.867;
311.615;
960.601;
351.417;
528.322;
197.857;
181.286;
192.001;
167.687;
258.367;
290.495;
754.519;
276.834;
187.29;
265.628;
260.574;
164.113;
156.585;
298.391;
268.546;
233.013;
305.018;
317.813;
262.335;
186.969;
299.47;
242.103;
189.012;
282.415;
316.535;
229.557;
259.342;
256.41;
193.263;
268.463;
292.853;
317.727;
298.251;
302.871;
327.086;
271.172;
259.578;
251.66;
320.969;
223.091;
168.765;
171.526;
209.649;
224.827;
255.607;
259.122;
289.325;
254.296;
252.451;
233.59;
250.474;
169.415;
181.028;
321.464;
320.473;
307.971;
248.15;
234.461;
373.628;
287.412;
237.942;
271.66;
310.917;
269.571;
227.604;
269.211;
233.555;
299.142;
242.755;
344.454;
211.471;
225.483;
398.281;
264.593;
246.072;
274.204;
280.363;
311.469;
292.795;
301.735;
255.331;
261.201;
258.484;
336.514;
38.6906;
241.084;
246.766;
241.604;
253.513;
273.114;
306.464;
261.31;
268.631;
258.211;
247.427;
239.264;
296.376;
236.05;
238.771;
426.017;
312.67;
200.243;
278.357;
187.352;
183.803;
263.29;
349.72;
352.43;
323.823;
167.161;
193.091;
296.592;
242.28;
208.996;
291.715;
280.884;
293.136;
266.391;
259.439;
272.752;
250.701;
296.508;
280.309;
298.963;
246.297;
181.341;
195.02;
187.818;
185.949;
230.234;
413.377;
175.555;
166.441;
183.367;
192.89;
141.691;
196.181;
204.364;
202.697;
133.576;
146.204;
131.998;
92.5042;
140.491;
142.937;
150.937;
139.158;
142.974;
180.253;
261.174;
211.519;
239.223;
276.53;
195.405;
307.314;
263.877;
236.463;
263.298;
194.312;
145.278;
133.668;
392.09;
132.112;
223.286;
191.831;
226.437;
265.819;
179.235;
133.947;
150.506;
140.388;
261.846;
204.573;
254.373;
205.398;
199.404;
149.786;
166.967;
205.829;
769.351;
252.504;
251.333;
516.048;
277.326;
264.577;
294.855;
177.45;
170.739;
182.357;
155.317;
154.736;
140.409;
157.8;
139.316;
168.672;
241.371;
249.524;
257.803;
216.328;
254.198;
189.522;
237.067;
144.871;
169.583;
220.4;
198.534;
132.488;
157.652;
164.867;
164.631;
207.862;
184.133;
254.813;
155.129;
25.3474;
246.346;
264.691;
460.251;
29.766;
210.865;
777.308;
250.168;
254.042;
243.056;
261.062;
219.757;
174.725;
142.409;
131.514;
176.68;
241.653;
152.092;
165.288;
244.286;
267.781;
234.854;
155.935;
138.82;
144.03;
147.077;
157.178;
206.311;
175.532;
141.303;
150.502;
151.318;
137.906;
239.136;
258.005;
246.614;
145.087;
163.951;
247.29;
269.307;
193.494;
252.382;
215.801;
219.081;
210.731;
210.754;
196.627;
193.616;
275.983;
252.045;
181.215;
248.703;
10.706;
230.721;
233.136;
141.017;
164.419;
265.508;
211.139;
233.485;
158.025;
144.977;
147.064;
133.528;
145.497;
143.096;
138.944;
256.735;
340.39;
339.336;
295.854;
232.256;
259.621;
226.327;
239.727;
176.452;
165.389;
164.968;
133.47;
170.63;
142.858;
343.603;
242.907;
174.367;
240.231;
244.134;
162.567;
934.645;
244.566;
256.065;
219.054;
256.509;
229.253;
245.35;
227.313;
219.507;
238.186;
184.01;
158.917;
236.738;
201.317;
134.043;
139.156;
133.65;
173.351;
227.322;
211.132;
134.116;
161.848;
232.053;
292.786;
248.177;
301.209;
274.806;
268.342;
242.717;
258.728;
211.889;
259.05;
249.431;
277.964;
255.007;
599.86;
155.655;
176.385;
149.22;
130.952;
162.356;
277.125;
247.042;
252.711;
207.073;
141.114;
153.355;
151.298;
218.178;
144.288;
173.257;
132.395;
174.472;
198.843;
133.359;
138.759;
147.095;
165.611;
173.728;
156.575;
169.582;
151.683;
131.984;
135.499;
135.182;
137.005;
145.129;
152.203;
721.465;
243.343;
225.532;
247.132;
232.846;
204.935;
249.16;
578.676;
257.5;
228.985;
217.847;
145.69;
153.158;
166.905;
243.634;
213.556;
209.456;
174.923;
218.37;
754.181;
230.231;
143.336;
171.921;
178.64;
150.357;
177.655;
244.371;
258.492;
259.493;
238.578;
203.778;
271.042;
220.291;
196.157;
249.938;
217.748;
163.712;
176.117;
289.393;
247.842;
241.204;
214.45;
220.39;
143.046;
159.011;
152.624;
280.349;
160.034;
223.82;
234.397;
277.248;
245.972;
240.37;
167.477;
982.803;
4.29699;
231.618;
239.247;
236.678;
214.117;
52.5446;
160.1;
138.507;
214.677;
134.35;
182.132;
177.424;
143.552;
148.12;
263.35;
204.697;
148.11;
173.149;
157.835;
134.409;
136.583;
168.355;
164.378;
224.894;
203.223;
748.274;
984.102;
266.658;
239.967;
270.966;
235.13;
231.882;
236.232;
233.878;
222.069;
219.172;
246.185;
252.47;
200.201;
146.909;
177.475;
202.977;
163.852;
220.967;
193.745;
132.08;
141.845;
142.843;
152.68;
467.842;
138.977;
174.213;
200.082;
228.237;
147.368;
